Item No.,Class,Prod Head,Item Desc.,UPC,U/M,Min. Qty,Packed,Retail Pack,Case Pack,Unit Weight, Price , Each Price , Retail ,Profit %,UPC 1,UPC 2,UPC 3,UPC 4,Stamp Tax 1,Stamp Tax 2,Stamp Tax 3,Stamp Tax 4,Stamp Tax 5,Allowance $,Category,Qmult,Custom Category,,,,,
427088,0,5660,TROJAN MAGNUM 3'S,22600642039,EAC,,1,01 EAC,48,0, $1.62 , $1.62 , $2.79 ,41.9,22600642039,,,46475,0,0,0,0,0,0,40,48,40,HBC,,,,
427104,0,5660,TROJAN HER PLEASURE 3'S,22600973201,EAC,,1,01 EAC,48,0, $1.62 , $1.62 , $2.79 ,41.9,22600973201,1.00226E+13,,46452,0,0,0,0,0,0,40,48,40,HBC,,,,
427120,0,5300,CHAPSTICK MOISTURIZER SPF15,3.05731E+11,EAC,,1,01 EAC,144,0.15, $1.15 , $1.15 , $1.99 ,42.2,3.05731E+11,5.03057E+13,,,0,0,0,0,0,0,40,144,40,HBC,,,,
427203,0,5165,VICKS 8Z NYQUIL COLD & FLU NO PSE,3.239E+11,EAC,,1,01 EAC,12,8, $6.77 , $6.77 , $11.39 ,40.6,3.239E+11,1.03239E+13,,41213,0,0,0,0,0,0,40,12,40,HBC,,,,
427211,0,5165,VICKS 16'S DAYQUIL LIQCP NO PSE,3.239E+11,EAC,,1,01 EAC,24,0, $6.73 , $6.73 , $11.39 ,40.9,3.239E+11,1.03239E+13,,41211,0,0,0,0,0,0,40,24,40,HBC,,,,
427229,0,5165,VICKS 16'S NYQUIL LIQUICAP NO PSE,3.239E+11,EAC,,1,01 EAC,24,0, $6.73 , $6.73 , $11.39 ,40.9,3.239E+11,1.03239E+13,,41212,0,0,0,0,0,0,40,24,40,HBC,,,,
427237,0,5165,VICKS 8Z NYQUIL COLD & FLU CHERRY,3.239E+11,EAC,,1,01 EAC,12,8, $6.77 , $6.77 , $11.39 ,40.6,3.239E+11,1.03239E+13,,41214,0,0,0,0,0,0,40,12,40,HBC,,,,
427252,0,5105,ROBITUSSIN CF SEVERE NIGHT MS 4OZ,3.00319E+11,EAC,,1,01 EAC,24,4, $5.91 , $5.91 , $9.99 ,40.8,3.00319E+11,5.03003E+13,,41193,0,0,0,0,0,0,40,24,40,HBC,,,,
427260,0,5105,DIMETAPP COLD & ALLERGY 4Z,3.00312E+11,EAC,,1,01 EAC,24,4, $4.82 , $4.82 , $7.99 ,39.7,3.00312E+11,6.03003E+13,,41207,0,0,0,0,0,0,40,24,40,HBC,,,,
427278,0,5105,ROBITUSSIN CF CHILD COUGH&COLD 4OZ,3.00319E+11,EAC,,1,01 EAC,24,4, $4.82 , $4.82 , $8.19 ,41.2,3.00319E+11,6.03003E+13,,,0,0,0,0,0,0,40,24,40,HBC,,,,
427286,0,5165,VICKS 8Z DAYQUIL COLD & FLU,3.239E+11,EAC,,1,EACH,12,8, $6.77 , $6.77 , $11.39 ,40.6,3.239E+11,1.03239E+13,,41210,0,0,0,0,0,0,40,12,40,HBC,,,,
427310,0,5255,CLEAR EYES POCKET PAL .2Z,6.78112E+11,EAC,,1,01 EAC,48,0.2, $1.32 , $1.32 , $2.49 ,47,6.78112E+11,3.00743E+11,,42649,0,0,0,0,0,0,40,48,40,HBC,,,,
427369,0,5060,CV DEP STYLING GEL 2 OZ,94187029510,BX,,00002 EAC,2 BOX,9,0.25, $2.97 , $1.48 , $2.49 ,40.4,94187029510,94187229514,94187129517,39530,0,0,0,0,0,0,40,2,40,HBC,,,,
427500,0,5090,ALKA-SELTZER PLUS 2'S DISPENSER,76635660445,BX,,00030 EAC,30 BOX,36,0.34, $13.37 , $0.45 , $1.25 ,64.4,76635660445,26431297086,26431297086,40297,0,0,0,0,0,0,40,30,40,HBC,,,,
427526,0,5315,DRAMAMINE CHEWBL TAB 2'S DISPENSER,8.15556E+11,BX,,00025 EAC,25 BOX,20,0.34, $11.50 , $0.46 , $1.19 ,61.3,8.15556E+11,8.15556E+11,,40032,0,0,0,0,0,0,40,25,40,HBC,,,,
427567,0,5090,PEPTO-BISMOL CAP 2'S DISPENSER,76635660490,BOX,,00030 EAC,30 BOX,24,0.34, $16.93 , $0.57 , $1.19 ,52.6,76635660490,76635660490,,42191,0,0,0,0,0,0,40,30,40,HBC,,,,
427609,0,5000,5-HR ENRGY X/S GRAPE 2Z,7.19411E+11,BX,,00012 EAC,12 BOX,18,1.5, $20.38 , $1.70 , $3.49 ,51.3,7.19411E+11,7.19411E+11,1.07194E+13,,0,0,0,0,0,0,40,12,40,HBC,,,,
427625,0,5195,PEPCID AC 8'S,7.16838E+11,EAC,,1,01 EAC,36,0, $4.31 , $4.31 , $7.55 ,42.9,7.16838E+11,7.07168E+13,,,0,0,0,0,0,0,40,36,40,HBC,,,,
427633,0,5135,TYLENOL COLD MULTI SYMPT CAP 24'S,3.0045E+11,EAC,,1,01 EAC,48,0, $5.56 , $5.56 , $8.99 ,38.2,3.0045E+11,3.03005E+13,,,0,0,0,0,0,0,40,48,40,HBC,,,,
427690,0,5060,CV ADVIL 4 LIGUIGEL,94187028933,BX,,00006 EAC,6 BOX,24,0.12, $6.84 , $1.14 , $1.99 ,42.7,94187028933,94187228937,94187128930,40228,0,0,0,0,0,0,40,6,40,HBC,,,,
427799,0,5420,COTTON BALLS 100CT,8.56023E+11,EAC,,1,01 EACH,24,0, $0.91 , $0.91 , $1.79 ,49.2,8.56023E+11,,,43916,0,0,0,0,0,0,40,24,40,HBC,,,,
439464,0,5060,CV HERBAL ESSENCES COND 1.7Z,94187017524,BX,,00006 EAC,6 BOX,9,0.75, $7.42 , $1.24 , $2.09 ,40.8,94187017524,94187217528,94187117521,,0,0,0,0,0,0,40,6,40,HBC,,,,
439471,0,5060,CV J&J BABY LOTION 1Z,,BX,,00006 EAC,6 BOX,12,0.29, $6.97 , $1.16 , $1.99 ,41.6,,94187057353,,39471,0,0,0,0,0,0,40,6,40,HBC,,,,
439477,0,5060,CV MUCINEX DM TAB 2CT,94187066478,BX,,00006 EAC,6 BOX,24,0, $12.38 , $2.06 , $3.49 ,40.9,94187066478,94187266472,94187166475,,0,0,0,0,0,0,40,6,40,HBC,,,,
439489,0,5060,CV GARNIER CONDTIONER 1.7z 6ct,94187058824,BX,,00006 EAC,6 BOX,12,0, $9.42 , $1.57 , $2.69 ,41.6,94187058824,94187258828,,39489,0,0,0,0,0,0,40,6,40,HBC,,,,
439501,0,5060,CV ANTIBIOTIC OINT & 2 ADHSV STRIPS,94187815137,BX,,00006 EAC,6 BOX,24,0, $4.90 , $0.82 , $1.39 ,41.3,94187815137,94187915134,94187715130,39501,0,0,0,0,0,0,40,6,40,HBC,,,,
439519,0,5060,CV ALCOHOL PADS          6/6ct,94187010037,BX,,00006 EAC,6 BOX,24,0, $3.55 , $0.59 , $1.00 ,40.8,94187010037,94187210031,,39519,0,0,0,0,0,0,40,6,40,HBC,,,,
439600,0,5060,CV TWEEZERS,94187018200,BX,,00006 EAC,6 BOX,24,0, $5.48 , $0.91 , $1.59 ,42.6,94187018200,94187218204,94187118207,39600,0,0,0,0,0,0,40,6,40,HBC,,,,
439967,0,5090,FLANAX PAIN RELIF 2'S 25ct BOX,8.5303E+11,BX,,00025 EAC,25 BOX,12,0, $6.83 , $0.27 , $0.69 ,60.4,8.5303E+11,8.5303E+11,,39967,0,0,0,0,0,0,40,25,40,HBC,,,,
439974,0,5015,ADVIL TABLET DISP VIAL 12/10ct,3.0573E+11,BX,,00012 EAC,12 BOX,12,0, $20.38 , $1.70 , $2.99 ,43.2,3.0573E+11,5.03057E+13,,39974,0,0,0,0,0,0,40,12,40,HBC,,,,
440019,0,5030,FLANAX PAIN RELIEF TABLET 24ct,8.5303E+11,EAC,,1,EACH,12,0, $3.12 , $3.12 , $6.49 ,51.9,8.5303E+11,,,40019,0,0,0,0,0,0,40,12,40,HBC,,,,
440030,0,5090,CONRX EXTRA STRENGTH PM   50ct,6.58332E+11,BOX,,00001 EAC,50 BOX,1,0, $10.21 , $10.21 , $0.69 ,379.7-,6.58332E+11,6.58332E+11,,40030,0,0,0,0,0,0,40,1,40,HBC,,,,
440035,0,5090,ADVIL LIQUI-GELS 2'S 50ct BOX,76635660209,BX,,00050 EAC,50 BOX,24,0, $11.94 , $0.24 , $0.59 ,59.5,76635660209,3.0573E+11,5.03057E+13,40035,0,0,0,0,0,0,40,50,40,HBC,,,,
440041,0,5090,ADVIL PM 2'S 50ct BOX,76635660384,BX,,00050 EAC,50 BOX,24,0, $14.84 , $0.30 , $0.69 ,57,76635660384,3.0573E+11,5.03057E+13,40041,0,0,0,0,0,0,40,50,40,HBC,,,,
440061,0,5030,BAYER LD TAB YELLOW 81MG 32CT,3.12843E+11,EAC,,1,BOX,36,0, $2.20 , $2.20 , $3.89 ,43.4,3.12843E+11,,,40061,0,0,0,0,0,0,40,36,40,HBC,,,,
440073,0,5030,B.C. HEADACHE POWDER 36/2ct,42037111144,BX,,00036 EAC,36 2PK,18,0, $18.19 , $0.51 , $0.99 ,49,42037111144,42037111137,1.0042E+13,40073,0,0,0,0,0,0,40,36,40,HBC,,,,
440108,0,5030,MOTRIN PM CAPLETS 20's,3.00451E+11,EAC,,1,EACH,24,0, $3.93 , $3.93 , $6.79 ,42.1,3.00451E+11,3.03005E+13,,40108,0,0,0,0,0,0,40,24,40,HBC,,,,
440176,0,5105,BAYER CHEW ORANG ASPIRIN 81MG 36CT,3.12843E+11,EAC,,1,BOX,36,0, $2.20 , $2.20 , $3.89 ,43.4,3.12843E+11,,,40176,0,0,0,0,0,0,40,36,40,HBC,,,,
440177,0,5030,GOOD SENSE ASPIRIN 325MG 100CT,3.0113E+11,EAC,,1,EACH,24,0, $1.08 , $1.08 , $2.19 ,50.7,3.0113E+11,5.03011E+13,,40177,0,0,0,0,0,0,40,24,40,HBC,,,,
440252,0,5060,CV HUGGIES DIAPER KIT MED 2CT,94187067086,EAC,,1,EACH,12,0, $3.87 , $3.87 , $6.49 ,40.4,94187067086,,,40252,0,0,0,0,0,0,40,12,40,HBC,,,,
440300,0,5090,PICOT ANTIACID DISPENSER BOX 48ct,6.55708E+11,BOX,,1,48 BOX,20,0, $6.93 , $6.93 , $0.49 ,314.3-,6.55708E+11,5.06557E+13,,,0,0,0,0,0,0,40,20,40,HBC,,,,
440309,0,5090,CLARITIN ALLERGY RELIEF 25/1 BX,41100808042,BOX,,00025 EAC,1 BOX,12,0, $19.30 , $0.77 , $1.49 ,48.2,41100808042,3.00411E+13,1.00411E+13,,0,0,0,0,0,0,40,25,40,HBC,,,,
440445,0,5105,ADVIL CHILDREN'S LIQUID FRUIT 4oz,3.0573E+11,EAC,,1,1 EACH,36,4, $4.60 , $4.60 , $7.99 ,42.4,3.0573E+11,5.03057E+13,,40445,0,0,0,0,0,0,40,36,40,HBC,,,,
440499,0,5105,TYLENOL CHILD PAIN & FEVER 4oz,3.0045E+11,EAC,,1,1 EACH,36,4, $5.64 , $5.64 , $9.59 ,41.2,3.0045E+11,3.0045E+11,,40499,0,0,0,0,0,0,40,36,40,HBC,,,,
440500,0,5105,MOTRIN CHILDREN BERRY FLAVOR 4z,3.0045E+11,EAC,,1,1 EACH,36,4, $5.64 , $5.64 , $9.59 ,41.2,3.0045E+11,3.0045E+11,,40500,0,0,0,0,0,0,40,36,40,HBC,,,,
440990,0,5135,XL-3 XTRA COLD & COUGH 12ct,6.45981E+11,EAC,,1,EACH,60,0, $3.95 , $3.95 , $6.79 ,41.8,6.45981E+11,1.75015E+13,,40990,0,0,0,0,0,0,40,60,40,HBC,,,,
440991,0,5135,XL-3 COLD MEDICINE 20ct,6.45981E+11,EAC,,1,EACH,24,0, $3.12 , $3.12 , $5.59 ,44.2,6.45981E+11,,,40991,0,0,0,0,0,0,40,24,40,HBC,,,,
441002,0,5135,AIRBORNE VERY BERRY 1.7Z 10 CT,6.47865E+11,EAC,,1,01 BOX,72,0, $5.32 , $5.32 , $8.99 ,40.8,6.47865E+11,1.06479E+13,,41002,0,0,0,0,0,0,40,72,40,HBC,,,,
441013,0,5135,ALKA-SELTZER PLUS COLD ORIG 20ct,16500565017,EAC,,1,EACH,30,0, $4.14 , $4.14 , $7.69 ,46.2,16500565017,1.00165E+13,,41013,0,0,0,0,0,0,40,30,40,HBC,,,,
441037,0,5135,ALKA-SELTZER PLUS NITE COLD FLU 6pk,16500559399,EAC,,1,EACH,24,0, $3.95 , $3.95 , $6.89 ,42.7,16500559399,1.00165E+13,,41037,0,0,0,0,0,0,40,24,40,HBC,,,,
441079,0,5150,SUDAFED PE SINUS CAPLETS 24ct,3.00451E+11,EAC,,1,EACH,72,0, $5.56 , $5.56 , $9.29 ,40.2,3.00451E+11,3.03005E+13,,41079,0,0,0,0,0,0,40,72,40,HBC,,,,
441130,0,5150,BENADRYL DYE FREE LIQUID GEL 24ct,3.12547E+11,EAC,,1,EACH,24,0, $4.33 , $4.33 , $7.49 ,42.2,3.12547E+11,1.03125E+13,,41130,0,0,0,0,0,0,40,24,40,HBC,,,,
441186,0,5165,ROBITUSSIN CF SEVERE MS 4oz,3.00319E+11,EAC,,1,EACH,24,0, $5.91 , $5.91 , $9.99 ,40.8,3.00319E+11,5.03003E+13,,,0,0,0,0,0,0,40,24,40,HBC,,,,
441191,0,5165,ROBITUSSIN COUGH COLD NIGHTTIME 4Z,3.00319E+11,EAC,,1,EACH,24,0, $4.62 , $4.62 , $7.89 ,41.4,3.00319E+11,,,41191,0,0,0,0,0,0,40,24,40,HBC,,,,
441208,0,5105,DIMETAPP CHILD COLD/COUGH 4Z,3.00312E+11,EAC,,1,01 EAC,24,4, $4.82 , $4.82 , $7.99 ,39.7,3.00312E+11,3.03003E+13,,41208,0,0,0,0,0,0,40,24,40,HBC,,,,
441346,0,5105,PEDIA-CARE FVR RDUCR CHRY  4oz,8.14832E+11,EAC,,1,EACH,36,0, $4.89 , $4.89 , $8.49 ,42.4,8.14832E+11,,,41346,0,0,0,0,0,0,40,36,40,HBC,,,,
441389,0,5105,VICKS 8Z NYQUIL CHILDREN COUGH/COLD,3.239E+11,EAC,,1,EACH,12,0, $7.59 , $7.59 , $12.79 ,40.7,3.239E+11,1.03239E+13,,41389,0,0,0,0,0,0,40,12,40,HBC,,,,
441711,0,5180,ICY HOT CREAM EXTRA STRENGTH 1.25oz,41167008850,EAC,,1,EACH,24,1.25, $2.61 , $2.61 , $4.69 ,44.4,41167008850,,,41711,0,0,0,0,0,0,40,24,40,HBC,,,,
441712,0,5180,BENGAY ULTRA STRENGTH (RED) 2oz,74300081939,EAC,,1,EACH,36,2, $4.38 , $4.38 , $7.59 ,42.3,74300081939,1.00743E+13,,41712,0,0,0,0,0,0,40,36,40,HBC,,,,
441969,0,5180,VICKS VAPO-RUB 12gram 24CT,,BOX,,00024 EAC,BOX,24,0, $18.06 , $0.75 , $1.39 ,45.9,,8.15556E+11,,41969,0,0,0,0,0,0,40,24,40,HBC,,,,
442008,0,6105,BROOM W/WOOD HANDLE 1ct,7.50301E+12,EAC,,1,EACH,24,0, $2.96 , $2.96 , $5.69 ,48,7.50301E+12,,,42008,0,0,0,0,0,0,40,24,40,HBC,,,,
442103,0,5225,SWAN MAGNESIUM CITRATE LEMON 10Z,72785134058,EAC,,1,1 EACH,12,0, $1.24 , $1.24 , $2.39 ,48.1,72785134058,1.00728E+13,,42103,0,0,0,0,0,0,40,12,40,HBC,,,,
442188,0,5195,PEPTO-BISMOL 8Z MAX STR,3.0149E+11,EAC,,1,1 EACH,12,0, $5.45 , $5.45 , $9.49 ,42.6,3.0149E+11,1.03015E+13,,42188,0,0,0,0,0,0,40,12,40,HBC,,,,
442328,0,5210,IMODIUM MULTI SYMPTOM RELIEF 12cplt,3.0045E+11,EAC,,1,1 EACH,48,0, $6.14 , $6.14 , $10.29 ,40.3,3.0045E+11,3.03005E+13,,42328,0,0,0,0,0,0,40,48,40,HBC,,,,
442330,0,5210,KAOPECTATE 8oz,41167400029,EAC,,1,1 EACH,12,0, $4.03 , $4.03 , $7.29 ,44.7,41167400029,,,42330,0,0,0,0,0,0,40,12,40,HBC,,,,
442332,0,5210,KAOPECTATE PEPPERMINT 8oz,41167333037,EAC,,1,1 EACH,12,0, $4.03 , $4.03 , $7.29 ,44.7,41167333037,,,42332,0,0,0,0,0,0,40,12,40,HBC,,,,
442441,0,5225,EX-LAX CHOCOLATE TABLETS  24ct,3.0067E+11,EAC,,1,1 EACH,36,0, $3.72 , $3.72 , $6.49 ,42.7,3.0067E+11,,,42441,0,0,0,0,0,0,40,36,40,HBC,,,,
442643,0,5255,VISINE EYE DROPS ADVANCE .28oz,74300081489,EAC,,1,EACH,36,0, $1.61 , $1.61 , $2.79 ,42.3,74300081489,74300081465,,42643,0,0,0,0,0,0,40,36,40,HBC,,,,
442810,0,5285,CHLORASEPTIC SPRAY MENTHOL 6oz,3.78112E+11,EAC,,1,EACH,12,6, $4.45 , $4.45 , $7.59 ,41.4,3.78112E+11,1.06781E+13,,42810,0,0,0,0,0,0,40,12,40,HBC,,,,
442821,0,5300,CARMEX CLICK STICK CARDED 6/.15z,7.92555E+11,BX,,00006 EAC,6 BOX,24,0, $7.42 , $1.24 , $2.29 ,46,7.92555E+11,1.07926E+13,2.07926E+13,,0,0,0,0,0,0,40,6,40,HBC,,,,
442841,0,5300,CHAP LIP BALM ASSTD FLVRS 24ct,,BX,,00024 EAC,24 BOX,18,0, $6.75 , $0.28 , $0.99 ,71.6,,34858000844,,42841,0,0,0,0,0,0,40,24,40,HBC,,,,
443255,0,5345,BAND-AID FLEX #4430 30ct,3.8137E+11,EAC,,1,EACH,24,0, $2.56 , $2.56 , $4.49 ,43,3.8137E+11,1.03814E+13,,43255,0,0,0,0,0,0,40,24,40,HBC,,,,
443268,0,5345,BAND-AID 3/4 IN PL STRIPS 5635 60CT,3.8137E+11,EAC,,1,EACH,24,0, $1.86 , $1.86 , $3.39 ,45.1,3.8137E+11,,,43268,0,0,0,0,0,0,40,24,40,HBC,,,,
443280,0,5345,J & J ROLLED GAUZE 3IN X 2.5 YDS,3.81371E+11,EAC,,1,EACH,48,0, $1.90 , $1.90 , $3.29 ,42.3,3.81371E+11,,,43280,0,0,0,0,0,0,40,48,40,HBC,,,,
443294,0,5345,STERILE PADS 2 x 2 #8520  10ct,3.81371E+11,EAC,,1,EACH,24,0, $1.12 , $1.12 , $1.99 ,43.7,3.81371E+11,,,43294,0,0,0,0,0,0,40,24,40,HBC,,,,
443295,0,5345,STERILE PADS 3 x 3 #16570 10ct,3.81371E+11,EAC,,1,EACH,24,0, $1.51 , $1.51 , $2.69 ,43.9,3.81371E+11,1.03814E+13,,43295,0,0,0,0,0,0,40,24,40,HBC,,,,
443297,0,5345,STERILE PADS 4 X 4 #8524  10ct,3.8137E+11,EAC,,1,EACH,24,0, $2.45 , $2.45 , $4.19 ,41.5,3.8137E+11,,,43297,0,0,0,0,0,0,40,24,40,HBC,,,,
443511,0,5360,CORTIZONE 10 M/S ANTI ITCH CRM 1z,41167003916,EAC,,1,EACH,36,1, $3.78 , $3.78 , $6.49 ,41.8,41167003916,1.00412E+13,,43511,0,0,0,0,0,0,40,36,40,HBC,,,,
443557,0,5360,SWAN IODINE 1z,3.08694E+11,EAC,,1,EACH,72,1, $0.85 , $0.85 , $1.69 ,49.7,3.08694E+11,,,43557,0,0,0,0,0,0,40,72,40,HBC,,,,
443560,0,5360,SWAN EPSOM SALT 16oz,72785107779,EAC,,1,EACH,12,16, $1.05 , $1.05 , $1.99 ,47.2,72785107779,1.03087E+13,,43560,0,0,0,0,0,0,40,12,40,HBC,,,,
443561,0,5360,SWAN EPSOM SALT 4lb,72785107755,EAC,,1,EACH,6,64, $3.45 , $3.45 , $6.19 ,44.3,72785107755,1.00728E+13,,43561,0,0,0,0,0,0,40,6,40,HBC,,,,
443570,0,5360,SWAN RUBBING ALCOHOL W/GRN 16oz,3.08691E+11,EAC,,1,EACH,12,16, $1.43 , $1.43 , $2.69 ,46.8,3.08691E+11,1.03087E+13,,43570,0,0,0,0,0,0,40,12,40,HBC,,,,
443575,0,5360,PEROXIDE 16oz,3.08695E+11,EAC,,1,EACH,12,16, $0.61 , $0.61 , $1.39 ,56.1,3.08695E+11,1.03087E+13,,43575,0,0,0,0,0,0,40,12,40,HBC,,,,
443591,0,5390,SWAN BABY OIL 14oz,3.08698E+11,EAC,,1,EACH,24,0, $2.10 , $2.10 , $3.89 ,46,3.08698E+11,1.03087E+13,,43591,0,0,0,0,0,0,40,24,40,HBC,,,,
443763,0,5375,VASELINE PETROLEUM JELLY 3.75oz,3.05212E+11,EAC,,1,1 EACH,72,3.75, $1.89 , $1.89 , $3.39 ,44.3,3.05212E+11,,,43763,0,0,0,0,0,0,40,72,40,HBC,,,,
443823,0,5390,DESITIN OINTMENT MAX/STR 1oz,3.58232E+11,EAC,,1,EACH,36,0, $2.33 , $2.33 , $3.99 ,41.6,3.58232E+11,1.00743E+13,,43823,0,0,0,0,0,0,40,36,40,HBC,,,,
443894,0,5405,SOFFS BABY WIPES REFILL YELW 80CT,71287858318,EAC,,1,EACH,24,0, $0.97 , $0.97 , $1.89 ,48.7,71287858318,71287861578,,43894,0,0,0,0,0,0,40,24,40,HBC,,,,
443910,0,5420,Q-TIPS SWABS 170ct,3.05215E+11,EAC,,1,EACH,144,0, $1.69 , $1.69 , $2.99 ,43.5,3.05215E+11,,,43910,0,0,0,0,0,0,40,144,40,HBC,,,,
443923,0,5420,COTTON SWABS 300ct,8.56023E+11,EAC,,1,EACH,48,0, $0.91 , $0.91 , $1.79 ,49.2,8.56023E+11,,,43923,0,0,0,0,0,0,40,48,40,HBC,,,,
444032,0,5435,GILLETTE SENSOR,47400128309,EAC,,1,3 PACK,72,0, $6.31 , $6.31 , $7.99 ,21,47400128309,,,,0,0,0,0,0,0,40,72,40,HBC,,,,
444037,0,5435,SINGLE EDGE BLADES BOARD 24/4pk,,BRD,,00024 EAC,24 BOX,48,0, $3.23 , $0.14 , $0.49 ,72.5,,6.10466E+11,,44037,0,0,0,0,0,0,40,24,40,HBC,,,,
444054,0,5450,GILLTE SENSOR RAZOR EXCEL  1ct,47400126039,EAC,,1,1 EACH,6,0, $6.85 , $6.85 , $11.49 ,40.4,47400126039,,,44054,0,0,0,0,0,0,40,6,40,HBC,,,,
444055,0,5435,TRAC II PLUS RAZOR         1ct,47400112407,EAC,,1,1 EACH,12,0, $5.20 , $5.20 , $8.99 ,42.2,47400112407,,,44055,0,0,0,0,0,0,40,12,40,HBC,,,,
444067,0,5450,DORCO II TWIN BLADE RAZORS 10PK,8.80104E+12,EAC,,1,10 PACK,24,0, $0.59 , $0.59 , $1.29 ,54.3,8.80104E+12,,,44067,0,0,0,0,0,0,40,24,40,HBC,,,,
444076,0,5450,SCHICK SLIM TWIN RAZORS 12's,8.41058E+11,EAC,,1,1 EACH,36,0, $5.26 , $5.26 , $8.99 ,41.5,8.41058E+11,,,44076,0,0,0,0,0,0,40,36,40,HBC,,,,
444078,0,5450,BIC COMFORT 3 SHAVER MEN 1ct,70330713802,EAC,,1,1 EACH,36,0, $0.68 , $0.68 , $1.29 ,47.3,70330713802,70330968745,,44078,0,0,0,0,0,0,40,36,40,HBC,,,,
444079,0,5450,BIC SILKY TOUCH 3 SHAVER WOMEN 1ct,70330713963,EAC,,1,EACH,36,0, $0.68 , $0.68 , $1.29 ,47.3,70330713963,70330977273,,44079,0,0,0,0,0,0,40,36,40,HBC,,,,
444080,0,5450,SCHICK SLIM TWIN RAZORS WOMEN 15ct,8.41058E+11,EAC,,1,1 EACH,36,0, $5.01 , $5.01 , $8.59 ,41.7,8.41058E+11,,,44080,0,0,0,0,0,0,40,36,40,HBC,,,,
444081,0,5450,BIC COMFORT TWIN SHAVER MEN 2PK,70330707764,EAC,,1,2 PACK,36,0, $0.80 , $0.80 , $1.59 ,49.7,70330707764,2.00703E+13,,44081,0,0,0,0,0,0,40,36,40,HBC,,,,
444179,0,5465,EDGE SENSITIVE SKIN 2.75Z,8.41058E+11,EAC,,1,EACH,12,0, $1.23 , $1.23 , $2.09 ,41.2,8.41058E+11,1.08411E+13,,44179,0,0,0,0,0,0,40,12,40,HBC,,,,
444210,0,5465,GILLETTE 11Z FOAMY REGULAR,47400240407,EAC,,1,1 EACH,12,11, $1.80 , $1.80 , $3.29 ,45.3,47400240407,1.00474E+13,,,0,0,0,0,0,0,40,12,40,HBC,,,,
444221,0,5465,BARBASOL SHAVE CREAM ORIGINAL 2.25Z,51009000331,EAC,,1,EACH,36,2.25, $1.02 , $1.02 , $1.79 ,43,51009000331,,,44221,0,0,0,0,0,0,40,36,40,HBC,,,,
444310,0,5480,BRUT SPLASH-ON 3.5oz,8.27755E+11,EAC,,1,EACH,12,0, $2.61 , $2.61 , $4.49 ,41.9,8.27755E+11,1.08278E+13,,44310,0,0,0,0,0,0,40,12,40,HBC,,,,
444311,0,5495,BRUT DEODORANT A/P SPRAY 4oz,8.27755E+11,EAC,,1,EACH,12,0, $2.06 , $2.06 , $3.79 ,45.7,8.27755E+11,1.08278E+13,,44311,0,0,0,0,0,0,40,12,40,HBC,,,,
444343,0,5480,MENNEN SKIN BRACER ORIGINAL 5Z,22200002547,EAC,,1,EACH,24,5, $3.05 , $3.05 , $4.99 ,38.9,22200002547,,,44343,0,0,0,0,0,0,40,24,40,HBC,,,,
444345,0,5480,LECTRIC SHAVE WILLIAMS 3oz,11509221322,EAC,,1,1 EACH,24,3, $1.82 , $1.82 , $3.19 ,43,11509221322,,,44345,0,0,0,0,0,0,40,24,40,HBC,,,,
444533,0,5495,AXE DEOD BODY SPRAY EXCITE 4oz,79400115010,EAC,,1,EACH,12,0, $4.40 , $4.40 , $6.99 ,37.1,79400115010,1.00794E+13,,44533,0,0,0,0,0,0,40,12,40,HBC,,,,
444534,0,5495,AXE DEOD BODY SPRAY ESSENCE 4oz,79400553003,EAC,,1,EACH,12,0, $4.40 , $4.40 , $6.99 ,37.1,79400553003,1.00794E+13,,44534,0,0,0,0,0,0,40,12,40,HBC,,,,
444703,0,5525,SPEED STICK FRESH SCENT 3oz,22200004909,EAC,,1,EACH,12,0, $2.28 , $2.28 , $3.59 ,36.5,22200004909,,,44703,0,0,0,0,0,0,40,12,40,HBC,,,,
444704,0,5525,SPEED STICK GEL SPORT 3oz,22200951043,EAC,,1,EACH,12,0, $2.28 , $2.28 , $3.59 ,36.5,22200951043,,,44704,0,0,0,0,0,0,40,12,40,HBC,,,,
444708,0,5525,SPEED STICK REGULAR 3Z,22200941525,EAC,,1,EACH,12,0, $2.28 , $2.28 , $3.59 ,36.5,22200941525,1.00222E+13,,,0,0,0,0,0,0,40,12,40,HBC,,,,
444710,0,5525,LADY SPEED STICK WILD FREESIA 1.4z,22200963435,EAC,,1,EACH,12,1.4, $1.49 , $1.49 , $2.59 ,42.5,22200963435,1.00222E+13,,44710,0,0,0,0,0,0,40,12,40,HBC,,,,
444731,0,5495,SECRET 1.7Z SOLID SHOWER FRESH A/P,37000124450,EAC,,1,EACH,12,0, $1.13 , $1.13 , $2.29 ,50.7,37000124450,1.0037E+13,,44731,0,0,0,0,0,0,40,12,40,HBC,,,,
444739,0,5495,SECRET 2.6Z SOLID POWDER FRESH,37000123439,EAC,,1,EACH,12,0, $2.83 , $2.83 , $4.99 ,43.3,37000123439,1.0037E+13,,44739,0,0,0,0,0,0,40,12,40,HBC,,,,
444928,0,5540,PONDS COLD CREAM         3.5oz,3.0521E+11,EAC,,1,1 EACH,48,3.5, $2.91 , $2.91 , $5.59 ,47.9,3.0521E+11,1.03052E+13,,44928,0,0,0,0,0,0,40,48,40,HBC,,,,
