Item No.,Class,Prod Head,Item Desc.,UPC,U/M,Min. Qty,Packed,Retail Pack,Case Pack,Unit Weight, Price , Each Price , Retail ,Profit %,UPC 1,UPC 2,UPC 3,UPC 4,Stamp Tax 1,Stamp Tax 2,Stamp Tax 3,Stamp Tax 4,Stamp Tax 5,Allowance $,Category,Qmult,Custom Category,,,,,
540211,0,3600,M & M ALMOND SHARING SIZE,40000474173,BOX,,00018 EA,18 BOX,6,3.9, $22.74 , $1.26 , $2.25 ,43.9,40000474173,40000574170,1.004E+13,,0,0,0,0,0,0,50,18,50,CDY,,,,
550756,0,4870,CLIF BAR OATMEAL RAISIN WALNUT,7.22253E+11,BOX,,00012 EA,12 BOX,16,1.8, $12.26 , $1.02 , $1.99 ,48.7,7.22253E+11,7.22253E+11,7.22253E+11,37547,0,0,0,0,0,0,50,12,50,CDY,,,,
550764,0,4870,CLIF BAR WHITE CHOC MACADAMIA,7.22252E+11,BOX,,00012 EA,12 BOX,16,1.8, $12.26 , $1.02 , $1.99 ,48.7,7.22252E+11,7.22252E+11,7.22253E+11,18347,0,0,0,0,0,0,50,12,50,CDY,,,,
555037,0,3225,FREEDENT PLEN-T-PK PEPPRMNT,22000009265,BOX,,00012 EA,12 BOX,30,1.07, $9.14 , $0.76 , $1.49 ,48.9,22000009265,22000191168,1.0022E+13,,0,0,0,0,0,0,50,12,50,CDY,,,,
555359,0,3600,M & M MINI MEGA TUBES,40000476528,BOX,,00024 EA,24 BOX,6,3.67, $30.33 , $1.26 , $2.25 ,43.8,40000476528,40000576525,1.004E+13,,0,0,0,0,0,0,50,24,50,CDY,,,,
555375,0,3600,SNICKERS ALMOND SHARING SIZE,40000006275,BOX,,00024 EA,24 BOX,6,5.45, $30.33 , $1.26 , $2.25 ,43.8,40000006275,40000322474,1.004E+13,,0,0,0,0,0,0,50,24,50,CDY,,,,
564831,0,3525,NERDS ROPE VERY BERRY,79200086657,BOX,,00024 EA,24 BOX,12,1.38, $18.34 , $0.77 , $1.39 ,45,79200086657,79200186647,79200186630,16519,0,0,0,0,0,0,50,24,50,CDY,,,,
564849,0,3600,REESE'S CRISPY/CRUNCHY KS,34000490066,BOX,,00018 EA,18 BOX,8,4.06, $22.74 , $1.26 , $2.25 ,43.9,34000490066,34000490073,2.0034E+13,17061,0,0,0,0,0,0,50,18,50,CDY,,,,
564906,0,3600,BABY RUTH KING SIZE 3.3Z,99900801008,BOX,,00018 EA,18 BOX,8,4.16, $22.74 , $1.26 , $2.25 ,43.9,99900801008,99900196883,99900358168,,0,0,0,0,0,0,50,18,50,CDY,,,,
564914,0,3600,BUTTERFINGER KING SIZE,99900001477,BOX,,00018 EA,18 BOX,8,4.16, $22.74 , $1.26 , $2.25 ,43.9,99900001477,99900100781,99900100804,,0,0,0,0,0,0,50,18,50,CDY,,,,
565077,0,3600,CRUNCH BAR KING SIZE (NESTLE),28000173104,BOX,,00018 EA,18 BOX,8,3.09, $22.74 , $1.26 , $2.25 ,43.9,28000173104,28000779214,28000779221,17117,0,0,0,0,0,0,50,18,50,CDY,,,,
565390,0,3500,N&LATER 6PC STRAWBERRY 25C,93922520022,BOX,,00024 EA,24 BOX,12,1.4, $3.91 , $0.17 , $0.25 ,34.8,93922520022,93922521029,1.00939E+13,,0,0,0,0,0,0,50,24,50,CDY,,,,
565424,0,4990,PROMAX BAR CHOC PNUT,7.43659E+11,BOX,,00012 EA,12 BOX,12,1.98, $13.90 , $1.16 , $2.25 ,48.5,7.43659E+11,7.43659E+11,7.43659E+11,15942,0,0,0,0,0,0,50,12,50,CDY,,,,
565432,0,4990,PROMAX BAR DOUBLE FUDGE,7.43659E+11,BOX,,00012 EA,12 BOX,12,1.98, $13.90 , $1.16 , $2.25 ,48.5,7.43659E+11,7.43659E+11,,15946,0,0,0,0,0,0,50,12,50,CDY,,,,
565440,0,4990,PROMAX BAR COOKIES'N CRM,7.43659E+11,BOX,,00012 EA,12 BOX,12,1.98, $13.90 , $1.16 , $2.25 ,48.5,7.43659E+11,7.43659E+11,,15944,0,0,0,0,0,0,50,12,50,CDY,,,,
565465,0,3225,BAZOOKA ORIGINAL & BLUE RASPBERRY,41116002618,BOX,,00012 EA,12 BOX,12,1.8, $9.48 , $0.79 , $1.49 ,47,41116002618,41116102615,1.00411E+13,10048,0,0,0,0,0,0,50,12,50,CDY,,,,
565515,0,3525,SPREE CHEWY POUCH,79200002367,BOX,,00024 EA,24 BOX,12,2.55, $18.34 , $0.77 , $1.39 ,45,79200002367,79200182137,79200872441,16819,0,0,0,0,0,0,50,24,50,CDY,,,,
565606,0,3100,5 GUM COBALT (BLUE),22000005120,BOX,,00010 EA,10 BOX,12,0.89, $9.95 , $1.00 , $1.89 ,47.4,22000005120,22000105066,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
565614,0,3100,5 GUM RAIN (GREEN),22000005144,BOX,,00010 EA,10 BOX,12,0.89, $9.95 , $1.00 , $1.89 ,47.4,22000005144,22000105080,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
565671,0,3050,DENTYNE PURE MINT/MELON,12546308052,BOX,,00010 EA,10 BOX,18,1.12, $8.63 , $0.86 , $1.59 ,45.7,12546308052,12546032360,12546308045,10387,0,0,0,0,0,0,50,10,50,CDY,,,,
565697,0,3050,DENTYNE PURE MINT/HERB,12546308014,BOX,,00010 EA,10 BOX,18,1.12, $8.63 , $0.86 , $1.59 ,45.7,12546308014,12546032353,12546308007,10386,0,0,0,0,0,0,50,10,50,CDY,,,,
565721,0,3350,ORBIT STRAWBERRY REMIX,22000012098,BOX,,00012 EA,12 BOX,12,0.7, $9.91 , $0.82 , $1.59 ,48.1,22000012098,22000116185,1.0022E+13,,0,0,0,0,0,0,50,12,50,CDY,,,,
565747,0,3275,TRIDENT MINTY SWEET 18 STICK,12546672511,BOX,,00012 EA,12 BOX,12,0.92, $9.73 , $0.81 , $1.59 ,49,12546672511,12546075831,12546672504,10443,0,0,0,0,0,0,50,12,50,CDY,,,,
565796,0,3525,MAMBA SOURS FRUIT CHEWS,72799055660,BOX,,00024 EA,24 BOX,6,3.98, $16.93 , $0.71 , $1.25 ,43.6,72799055660,72799055677,72799055684,,0,0,0,0,0,0,50,24,50,CDY,,,,
565804,0,3825,OLE SNACKS SALADITOS CON LIMON 15CT,,STR,,00015 EA,STRIP,15,1.53, $8.69 , $0.58 , $1.19 ,51.3,,7.47773E+11,7.47773E+11,97285,0,0,0,0,0,0,50,15,50,CDY,,,,
565812,0,3825,OLE SNACKS SALADITOS CON CHILI 15CT,,STR,,00015 EA,STRIP,15,1.53, $8.69 , $0.58 , $1.19 ,51.3,,7.47773E+11,7.47773E+11,97287,0,0,0,0,0,0,50,15,50,CDY,,,,
565820,0,3875,LUCAS GUSANO CHAMOY 10 CT,7.25181E+11,BOX,,00010 EA,10 BOX,30,0.79, $2.44 , $0.24 , $0.59 ,58.6,7.25181E+11,7.25182E+11,72518119120,97300,0,0,0,0,0,0,50,10,50,CDY,,,,
565838,0,3875,LUCAS SALSAGHETTI SANDIA 12CT,7.25181E+11,BOX,,00012 EA,12 BOX,20,0.64, $2.79 , $0.23 , $0.50 ,53.5,7.25181E+11,7.25182E+11,1.07065E+13,97222,0,0,0,0,0,0,50,12,50,CDY,,,,
565861,0,3975,DE LA ROSA MAZAPAN 30 CT,72486910010,BOX,,00030 EA,30 BOX,20,1.88, $2.95 , $0.09 , $0.25 ,60.7,72486910010,7.24869E+11,7.24869E+11,97381,0,0,0,0,0,0,50,30,50,CDY,,,,
565879,0,3950,LIMON 7 100 CT,95600001014,BAG,,00100 EA,100 BOX,24,0.44, $1.38 , $0.01 , $2.99 ,99.5,95600001014,8.12999E+11,1.0813E+13,96999,0,0,0,0,0,0,50,100,50,CDY,,,,
565887,0,3950,PICA LIMON POWDER 100 CT,95600001021,BAG,,00100 EA,100 BOX,24,1.19, $1.38 , $0.01 , $2.99 ,99.5,95600001021,95600001021,1.0813E+13,97001,0,0,0,0,0,0,50,100,50,CDY,,,,
565994,0,3600,SNICKERS CRUNCH PB 4TOGO 3.56OZ,40000441489,BOX,,00018 EA,18 BOX,6,4.62, $22.74 , $1.26 , $2.25 ,43.9,40000441489,40000541486,1.004E+13,,0,0,0,0,0,0,50,18,50,CDY,,,,
566083,0,3200,MENTOS GUM RED FRUIT LIME,73390003937,BOX,,00010 EA,10 BOX,12,0.97, $10.42 , $1.04 , $1.99 ,47.6,73390003937,73390011727,73390636258,,0,0,0,0,0,0,50,10,50,CDY,,,,
566091,0,3400,MENTOS ROLL MINT,73390000110,BOX,,00015 EA,15 BOX,24,1.24, $10.27 , $0.68 , $1.49 ,54.1,73390000110,73390005764,73390007300,16344,0,0,0,0,0,0,50,15,50,CDY,,,,
566109,0,3400,MENTOS ROLL MIXED FRUIT,73390000165,BOX,,00015 EA,15 BOX,24,1.24, $10.27 , $0.68 , $1.49 ,54.1,73390000165,73390005771,73390007317,16343,0,0,0,0,0,0,50,15,50,CDY,,,,
566117,0,3400,MENTOS ROLL CINNAMON,73390000141,BOX,,00015 EA,15 BOX,24,1.24, $10.27 , $0.68 , $1.49 ,54.1,73390000141,73390005788,73390007324,16342,0,0,0,0,0,0,50,15,50,CDY,,,,
566125,0,3400,MENTOS ROLL STRAWBERRY,73390026349,BOX,,00015 EA,15 BOX,24,1.24, $10.27 , $0.68 , $1.49 ,54.1,73390026349,73390005795,73390007331,16341,0,0,0,0,0,0,50,15,50,CDY,,,,
566133,0,3400,MENTOS ROLL GREEN APPLE,73390001834,BOX,,00015 EA,15 BOX,24,1.24, $10.27 , $0.68 , $1.49 ,54.1,73390001834,73390005801,73390700027,16340,0,0,0,0,0,0,50,15,50,CDY,,,,
566141,0,3400,MENTOS ROLL RAINBOW,73390026424,BOX,,00015 EA,15 BOX,24,1.24, $10.27 , $0.68 , $1.49 ,54.1,73390026424,73390005948,73390700034,16339,0,0,0,0,0,0,50,15,50,CDY,,,,
566323,0,3075,EXTRA FRUIT SENSATIONS WATERMELON,22000008381,BOX,,00010 EA,10 BOX,12,0.89, $7.62 , $0.76 , $1.49 ,48.9,22000008381,22000159519,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
566448,0,3375,WRIGLEY SLIM DOUBLEMINT 15STK,22000006660,BOX,,00010 EA,10 BOX,12,0.89, $7.62 , $0.76 , $1.49 ,48.9,22000006660,22000106971,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
566455,0,3375,WRIGLEY SLIM WINTERFRESH 15STK,22000006691,BOX,,00010 EA,10 BOX,12,0.89, $7.62 , $0.76 , $1.49 ,48.9,22000006691,22000107008,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
566463,0,3375,WRIGLEY SLIM JUICY FRUIT 15STK,22000006677,BOX,,00010 EA,10 BOX,12,0.89, $7.62 , $0.76 , $1.49 ,48.9,22000006677,22000106988,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
566471,0,3375,WRIGLEY SLIM BIG RED 15STK,22000006684,BOX,,00010 EA,10 BOX,12,0.89, $7.62 , $0.76 , $1.49 ,48.9,22000006684,22000106995,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
566489,0,3375,WRIGLEY SLIM SPEARMINT 15STK,22000006653,BOX,,00010 EA,10 BOX,12,0.89, $7.62 , $0.76 , $1.49 ,48.9,22000006653,22000106964,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
566497,0,3075,EXTRA SLIM CLASSIC BUBBLE 15STK,22000008459,BOX,,00010 EA,10 BOX,12,0.89, $7.62 , $0.76 , $1.49 ,48.9,22000008459,22000159489,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
566521,0,3075,EXTRA SLIM WINTERFRESH 15STK,22000008404,BOX,,00010 EA,10 BOX,12,0.89, $7.62 , $0.76 , $1.49 ,48.9,22000008404,22000159465,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
566539,0,3075,EXTRA SLIM PEPPERMINT 15STK,22000008916,BOX,,00010 EA,10 BOX,12,0.89, $7.62 , $0.76 , $1.49 ,48.9,22000008916,22000159526,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
566547,0,3075,EXTRA SLIM SPEARMINT 15STK,22000008992,BOX,,00010 EA,10 BOX,12,0.89, $7.62 , $0.76 , $1.49 ,48.9,22000008992,22000159540,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
566554,0,3075,EXTRA SLIM POLAR ICE 15STK,22000008985,BOX,,00010 EA,10 BOX,12,0.89, $7.62 , $0.76 , $1.49 ,48.9,22000008985,22000159533,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
566562,0,3600,HERSHEY COOKIES 'N' CREME KS,34000196401,BOX,,00018 EA,18 BOX,12,3.19, $22.74 , $1.26 , $2.25 ,43.9,34000196401,34000196395,2.0034E+13,,0,0,0,0,0,0,50,18,50,CDY,,,,
566638,0,3525,STARBURST FAVEREDS,40000009702,BOX,,00024 EA,24 BOX,12,3.11, $16.93 , $0.71 , $1.39 ,49.3,40000009702,40000329701,1.004E+13,,0,0,0,0,0,0,50,24,50,CDY,,,,
566711,0,3550,PUSH POPS FRUIT FRENZY,41116005343,BOX,,00024 EA,24 BOX,24,0.75, $14.41 , $0.60 , $1.09 ,44.9,41116005343,41116009037,1.00411E+13,14504,0,0,0,0,0,0,50,24,50,CDY,,,,
566729,0,3550,RING POPS FRUIT,41116005190,BOX,,00024 EA,24 BOX,24,0.75, $10.36 , $0.43 , $0.89 ,51.5,41116005190,41116006258,1.00411E+13,,0,0,0,0,0,0,50,24,50,CDY,,,,
566737,0,3400,ALTOIDS SMALLS S/F PEPPERMINT,22000009739,BOX,,00009 EA,09 BOX,12,0.21, $7.01 , $0.78 , $1.29 ,39.6,22000009739,22000109040,1.0022E+13,,0,0,0,0,0,0,50,9,50,CDY,,,,
566745,0,3400,ALTOIDS SMALLS S/F WINTERGREEN,22000009746,BOX,,00009 EA,09 BOX,12,0.21, $7.01 , $0.78 , $1.29 ,39.6,22000009746,22000109057,1.0022E+13,,0,0,0,0,0,0,50,9,50,CDY,,,,
566844,0,3200,MENTOS GUM PURE FRESH MINT,73390013936,BOX,,00010 EA,10 BOX,12,0.97, $10.42 , $1.04 , $1.99 ,47.6,73390013936,73390011789,73390636203,10410,0,0,0,0,0,0,50,10,50,CDY,,,,
566851,0,3200,MENTOS GUM PURE WINTERGREEN,73390013943,BOX,,00010 EA,10 BOX,12,0.97, $10.42 , $1.04 , $1.99 ,47.6,73390013943,73390011796,73390636210,,0,0,0,0,0,0,50,10,50,CDY,,,,
566935,0,3525,HERSHEY SPECIAL DARK W/ALMOND,34000245130,BOX,,00024 EA,24 BOX,12,2.18, $16.93 , $0.71 , $1.39 ,49.3,34000245130,34000245123,2.0034E+13,16822,0,0,0,0,0,0,50,24,50,CDY,,,,
567065,0,3200,MENTOS GUM PURE SPEARMINT,73390013875,BOX,,00010 EA,10 BOX,12,0.97, $10.42 , $1.04 , $1.99 ,47.6,73390013875,73390011949,73390903169,,0,0,0,0,0,0,50,10,50,CDY,,,,
567214,0,3100,5 GUM REACT MINT,22000117014,BOX,,00010 EA,10 BOX,12,0.89, $9.95 , $1.00 , $1.89 ,47.4,22000117014,22000117038,2.20002E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
567297,0,3100,5 GUM PRISM WATERMELON (RED/GREEN),22000116024,BOX,,00010 EA,10 BOX,12,0.89, $9.95 , $1.00 , $1.89 ,47.4,22000116024,22000116031,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
567313,0,4695,KIND ALMOND & APRICOT,6.02652E+11,BOX,,00012 EA,12 BOX,6,1.2, $14.66 , $1.22 , $1.99 ,38.6,6.02652E+11,6.02652E+11,6.02652E+11,38517,0,0,0,0,0,0,50,12,50,CDY,,,,
567321,0,4695,KIND NUT DELIGHT,6.02652E+11,BOX,,00012 EA,12 BOX,6,1.2, $14.66 , $1.22 , $1.99 ,38.6,6.02652E+11,6.02652E+11,6.02652E+11,38516,0,0,0,0,0,0,50,12,50,CDY,,,,
567339,0,4695,KIND ALMOND & COCONUT,6.02652E+11,BOX,,00012 EA,12 BOX,6,1.2, $14.66 , $1.22 , $1.99 ,38.6,6.02652E+11,6.02652E+11,6.02652E+11,38514,0,0,0,0,0,0,50,12,50,CDY,,,,
567347,0,4695,KIND PEANUT BUTTER DARK CHOC,6.02652E+11,BOX,,00012 EA,12 BOX,6,1.2, $14.66 , $1.22 , $1.99 ,38.6,6.02652E+11,6.02652E+11,6.02652E+11,38515,0,0,0,0,0,0,50,12,50,CDY,,,,
567362,0,3875,LUCAS BABY MANGO,7.25181E+11,BOX,,00010 EA,10 BOX,30,0.44, $1.88 , $0.19 , $0.39 ,51.8,7.25181E+11,7.25182E+11,7.25181E+11,97297,0,0,0,0,0,0,50,10,50,CDY,,,,
567370,0,3975,PULPARINDO EXTRA HOT PICANTE,7.25226E+11,BOX,,00020 EA,20 BOX,32,0.63, $1.26 , $0.06 , $0.20 ,68.5,7.25226E+11,7.25226E+11,2.07252E+13,97400,0,0,0,0,0,0,50,20,50,CDY,,,,
567388,0,3875,LUCAS GUSANO TAMARIND,7.25181E+11,BX,,00010 EAC,10 BOX,30,0.79, $2.44 , $0.24 , $0.59 ,58.6,7.25181E+11,7.25181E+11,72518118920,97283,0,0,0,0,0,0,50,10,50,CDY,,,,
567404,0,3875,PELON PELO RICO 12 CT,7.19887E+11,BOX,,00012 EA,12 BOX,24,0.75, $2.59 , $0.22 , $0.59 ,63.4,7.19887E+11,7.19887E+11,7.19886E+11,97271,0,0,0,0,0,0,50,12,50,CDY,,,,
567412,0,3875,PELONAZO TAMARINDO 4 CT,7.19886E+11,BOX,,00004 EA,04 BOX,12,0.88, $3.16 , $0.79 , $1.69 ,53.3,7.19886E+11,7.19886E+11,7.19886E+11,97267,0,0,0,0,0,0,50,4,50,CDY,,,,
567420,0,3975,CANEL'S BUBBLE GUM 60CT,97421470307,BOX,,00060 EA,60 BOX,40,6.38, $1.59 , $0.03 , $0.10 ,73.5,97421470307,18804511028,1.00188E+13,97288,0,0,0,0,0,0,50,60,50,CDY,,,,
567446,0,3900,BENY XTREME SANDIAS POP W/CHLI 40CT,7.32748E+11,BOX,,00040 EA,40 BOX,24,1.13, $2.49 , $0.06 , $0.15 ,58.5,7.32748E+11,7.32748E+11,7.32748E+11,97261,0,0,0,0,0,0,50,40,50,CDY,,,,
567461,0,3075,EXTRA DD SMOOTH MINT 15STK,22000014139,BOX,,00010 EA,10 BOX,12,0.89, $7.62 , $0.76 , $1.49 ,48.9,22000014139,22000121523,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
567545,0,4695,KIND PLUS CRANBERRY ALMOND,6.02652E+11,BOX,,00012 EA,12 BOX,6,1.2, $14.66 , $1.22 , $1.99 ,38.6,6.02652E+11,6.02652E+11,6.02652E+11,38518,0,0,0,0,0,0,50,12,50,CDY,,,,
567552,0,4695,KIND PLUS POMEGRNT BLUBRY PISTACHIO,6.02652E+11,BOX,,00012 EA,12 BOX,6,1.2, $14.66 , $1.22 , $1.99 ,38.6,6.02652E+11,6.02652E+11,6.02652E+11,38513,0,0,0,0,0,0,50,12,50,CDY,,,,
567560,0,3550,BABY BOTTLE POPS,41116005954,BOX,,00018 EA,18 BOX,16,1.24, $19.33 , $1.07 , $1.99 ,46,41116005954,41116004773,41116004773,96261,0,0,0,0,0,0,50,18,50,CDY,,,,
567578,0,3525,WARHEADS SOUR CHEWY CUBES,32134232200,BOX,,00015 EA,15 BOX,12,2.34, $9.48 , $0.63 , $1.19 ,46.9,32134232200,32134232231,1.00321E+12,96314,0,0,0,0,0,0,50,15,50,CDY,,,,
567586,0,3525,WARHEADS SOUR ASSORTED 1Z,32134233030,BOX,,00012 EA,12 BOX,15,0.75, $7.58 , $0.63 , $1.19 ,46.9,32134233030,32134233047,1.00321E+13,96315,0,0,0,0,0,0,50,12,50,CDY,,,,
567602,0,3100,5 GUM RPM MINT,22000014719,BOX,,00010 EA,10 BOX,12,0.89, $9.95 , $1.00 , $1.89 ,47.4,22000014719,22000121936,1.0022E+13,,0,0,0,0,0,0,50,10,50,CDY,,,,
567677,0,3600,GUMMI SAVER 5 FLAVOR POUCH SHARE SZ,22000014641,BOX,,00015 EA,15 BOX,6,3.94, $18.95 , $1.26 , $2.25 ,43.9,22000014641,22000121998,1.0022E+13,,0,0,0,0,0,0,50,15,50,CDY,,,,
567693,0,3600,GUMMI SAVERS COLLISIONS SHARE SIZE,22000014634,BOX,,00015 EA,15 BOX,6,3.94, $18.95 , $1.26 , $2.25 ,43.9,22000014634,22000121981,1.0022E+13,,0,0,0,0,0,0,50,15,50,CDY,,,,
567735,0,3325,ECLIPSE PEPPERMINT KS,22000013194,BOX,,00008 EA,08 BOX,18,0.48, $6.60 , $0.82 , $1.59 ,48.1,22000013194,22000119445,1.00022E+14,,0,0,0,0,0,0,50,8,50,CDY,,,,
567743,0,3325,ECLIPSE SPEARMINT KS,22000013316,BOX,,00008 EA,08 BOX,18,0.48, $6.60 , $0.82 , $1.59 ,48.1,22000013316,22000119650,1.0022E+13,,0,0,0,0,0,0,50,8,50,CDY,,,,
567750,0,3325,ECLIPSE WINTERFROST KS,22000013200,BOX,,00008 EA,08 BOX,18,0.48, $6.60 , $0.82 , $1.59 ,48.1,22000013200,22000119452,1.0022E+13,,0,0,0,0,0,0,50,8,50,CDY,,,,
567768,0,3325,ECLIPSE POLAR ICE KS,22000013279,BOX,,00008 EA,08 BOX,18,0.48, $6.60 , $0.82 , $1.59 ,48.1,22000013279,22000119612,1.0022E+13,,0,0,0,0,0,0,50,8,50,CDY,,,,
567800,0,3525,SKOR BAR,34000003709,BOX,,00018 EA,18 BOX,24,1.67, $12.70 , $0.71 , $1.39 ,49.2,34000003709,34000370207,34000371051,16783,0,0,0,0,0,0,50,18,50,CDY,,,,
568105,0,4765,THINK THIN BROWNIE 2.1Z,7.53657E+11,BOX,,00010 EA,10 BOX,12,1.3, $13.44 , $1.34 , $2.39 ,43.8,7.53657E+11,7.53657E+11,7.53657E+11,,0,0,0,0,0,0,60,10,60,SNK,,,,
596206,0,3600,FERRERO RAFAELO 3PC,9800000227,BX,,00012 EA,12 BOX,12,0, $12.76 , $1.06 , $2.39 ,55.5,9800000227,9800140121,1.00098E+13,96206,0,0,0,0,0,0,50,12,50,CDY,,,,
596319,0,3550,WARHEADS SPRAY CANDY,32134217009,BX,,00012 EAC,12 BOX,24,0, $11.12 , $0.93 , $1.79 ,48.2,32134217009,32134217108,1.00321E+13,96319,0,0,0,0,0,0,50,12,50,CDY,,,,
596455,0,3525,RIP ROLLS RAINBOW,9060000081,BX,,00024 EAC,24 BOX,12,2.75, $16.93 , $0.71 , $1.29 ,45.3,9060000081,9060362806,9060362790,,0,0,0,0,0,0,50,24,50,CDY,,,,
596473,0,3725,RIPS BITE SIZE PEG STRAW/APPLE 4OZ,48014004157,CAS,,00012 EAC,12 BOX,1,3.5, $13.39 , $1.12 , $2.29 ,51.3,48014004157,48014353262,,,0,0,0,0,0,0,50,12,50,CDY,,,,
597207,0,3900,BENY LOCOCHAS MANGO 60ct,7.32748E+11,BX,,00060 EAC,60 BOX,24,0, $2.37 , $0.04 , $0.15 ,73.7,7.32748E+11,7.32748E+11,7.32748E+11,97207,0,0,0,0,0,0,50,60,50,CDY,,,,
597209,0,3900,BENY LOCOCHAS FRESA 60ct,7.32748E+11,BX,,00060 EAC,60 BOX,24,0, $2.37 , $0.04 , $0.15 ,73.7,7.32748E+11,7.32748E+11,1.07327E+13,,0,0,0,0,0,0,50,60,50,CDY,,,,
597211,0,3900,BENY LOCOCHAS MIX 60ct,7.32748E+11,BX,,00060 EAC,60 BOX,24,0, $2.37 , $0.04 , $0.15 ,73.7,7.32748E+11,7.32748E+11,7.32748E+11,,0,0,0,0,0,0,50,60,50,CDY,,,,
597213,0,3900,BENY LOCOCHAS CHAMOY 60ct,7.32748E+11,BX,,00060 EAC,60 BOX,24,0, $2.37 , $0.04 , $0.15 ,73.7,7.32748E+11,7.32748E+11,7.32748E+11,97213,0,0,0,0,0,0,50,60,50,CDY,,,,
597218,0,3900,BENY LOCOCHAS SANDIA 60ct,7.32748E+11,BX,,00060 EAC,60 BOX,24,0, $2.37 , $0.04 , $0.15 ,73.7,7.32748E+11,7.32748E+11,7.32748E+11,97218,0,0,0,0,0,0,50,60,50,CDY,,,,
597219,0,3900,BENY LOCOCHAS TAMARINDO 60ct,7.32748E+11,BX,,00060 EAC,60 BOX,24,0, $2.37 , $0.04 , $0.15 ,73.7,7.32748E+11,7.32748E+11,7.32748E+11,97219,0,0,0,0,0,0,50,60,50,CDY,,,,
597224,0,3875,LUCAS SALSAGHETTI MANGO 12CT,7.06461E+11,BX,,00012 EAC,BOX,20,0, $2.79 , $0.23 , $0.50 ,53.5,7.06461E+11,7.06461E+11,1.07065E+13,97224,0,0,0,0,0,0,50,12,50,CDY,,,,
597225,0,3975,ROLLO DE DULCE DE COCO 1.76z/12ct,6.65919E+11,BX,,00012 EAC,BOX,12,0, $3.38 , $0.28 , $0.59 ,52.3,6.65919E+11,6.65919E+11,,97225,0,0,0,0,0,0,50,12,50,CDY,,,,
597229,0,3875,LUCAS BABY CHAMOY 10ct,7.25181E+11,BX,,00010 EAC,BOX,30,0, $1.88 , $0.19 , $0.39 ,51.8,7.25181E+11,7.25181E+11,72518133520,97229,0,0,0,0,0,0,50,10,50,CDY,,,,
597241,0,3900,BENY RINDO TAMARINDO 65ct,,BX,,00065 EAC,65 BOX,20,0, $2.45 , $0.04 , $0.15 ,74.9,,7.32748E+11,,97241,0,0,0,0,0,0,50,65,50,CDY,,,,
597264,0,3900,BENY ELOTITOS W/CHILI 40ct,,BX,,00040 EAC,40 BOX,24,0, $2.49 , $0.06 , $0.15 ,58.5,,7.32748E+11,,97264,0,0,0,0,0,0,50,40,50,CDY,,,,
597273,0,3900,VERO MANGO POP W/CHILI 40CT,7.59686E+11,BAG,,00040 EA,40 BAG,24,1.15, $2.37 , $0.06 , $0.20 ,70.4,7.59686E+11,7.59686E+11,,97273,0,0,0,0,0,0,50,40,50,CDY,,,,
597274,0,3900,VERO PICA GOMAS,7.59686E+11,BX,,00100 EAC,100 BX,8,1.15, $2.51 , $0.02 , $0.10 ,74.9,7.59686E+11,7.59686E+11,1.07597E+13,97274,0,0,0,0,0,0,50,100,50,CDY,,,,
597277,0,3875,PELON MINI 12CT,7.19887E+11,BX,,00012 EAC,BOX,24,0, $1.58 , $0.14 , $0.29 ,54.6,7.19887E+11,7.19887E+11,7.19886E+11,97277,0,0,0,0,0,0,50,12,50,CDY,,,,
597281,0,3850,CRAYON MANGO 10CT,7.19886E+11,BX,,00010 EAC,10 BOX,12,0, $2.45 , $0.24 , $0.50 ,51,7.19886E+11,7.19886E+11,2.07199E+13,97281,0,0,0,0,0,0,50,10,50,CDY,,,,
597284,0,3850,CRAYON STRAWBERRY 10ct,7.19886E+11,BX,,00010 EAC,10 BOX,12,0, $2.45 , $0.24 , $0.50 ,51,7.19886E+11,7.19886E+11,,97284,0,0,0,0,0,0,50,10,50,CDY,,,,
597291,0,3825,OLE SNACKS SALADITOS SALTED 15CT,,STR,,00015 EAC,STRIP,15,0, $8.69 , $0.58 , $1.19 ,51.3,,7.47773E+11,,97291,0,0,0,0,0,0,50,15,50,CDY,,,,
597327,0,3975,DUVALIN STRAWBERRY/VANILLA 18ct,2520609,BX,,00018 EAC,18 BOX,24,0, $1.23 , $0.07 , $0.25 ,72.7,2520609,25046020652,,97327,0,0,0,0,0,0,50,18,50,CDY,,,,
