Ware House ,CATegory ,trepco #,DESC,STD Unite of Meassur ,UM1,UM1 X,UM2,UM2 X,UM3,UM3 X,VENDer's  ITEM #,UPC1 EA,UPC2 BX / CS,UPC3  CS
1,10,129014,EAGLE BLUE 100 BX,2 - box,EA,1,CAR,10,CSE,30,28730,011000002871,011000287087,011000287308
1,10,129016,EAGLE MENTHOL GOLD 100 BX,3,EA,1,CAR,10,CSE,30,29330,011000002932,011000293101,011000293309
1,10,129013,EAGLE RED 100 BX,2,EA,1,CAR,10,CSE,30,28830,011000002888,011000288084,011000288305
1,10,101956,EVE AMETHYST (RED) 120 BX,2,EA,1,CAR,10,CSE,30,12610,011000002970,011000126096,011000126102
1,10,101964,EVE EMERALD MENTHOL 120 BX,2,EA,1,CAR,10,CSE,30,12612,011000002987,011000126119,011000126126
1,10,115907,GRAND PRIX BLUE BOX 100,2,EA,1,CAR,10,CSE,30,9563,011000006381,011000106388,00011000956303
1,10,115915,GRAND PRIX MENTHOL SILVER 100 BX,2,EA,1,CAR,10,CSE,30,96230,011000006404,011000106401,011000962304
1,10,116814,GRAND PRIX NF LIP,2,EA,1,CAR,10,CSE,30,95030,011000006282,011000106289,011000950301
1,10,116731,GRAND PRIX ORANGE BX 100,2,EA,1,CAR,10,CSE,30,95830,011000006428,011000106425,011000958307
1,10,115899,GRAND PRIX RED BOX 100,2,EA,1,CAR,10,CSE,30,95330,011000006329,011000106326,011000953302
1,10,101618,MONTEGO BLUE 100 BOX,2,EA,1,CAR,10,CSE,30,62330,011000000037,011000010036,00011000623304
1,10,102392,MONTEGO MENTHOL GOLD 100 BOX,2,EA,1,CAR,10,CSE,30,62830,011000000617,011000010616,
1,10,101634,MONTEGO MENTHOL SILVER 100 BOX,2,EA,1,CAR,10,CSE,30,62730,011000000631,011000010609,00011000627302
1,10,101626,MONTEGO ORANGE 100 BOX,2,EA,1,CAR,10,CSE,30,62430,011000000044,011000010043,00011000624301
1,10,101592,MONTEGO RED 100 BOX,2,EA,1,CAR,10,CSE,30,62130,011000000020,011000010029,00011000621300
1,10,117085,PYRAMID BLUE BX 100 LT,2,EA,1,CAR,10,CSE,30,40630,011000004066,011000104063,011000406303
1,10,129088,PYRAMID NON-FILTER BX,2,EA,1,CAR,10,CSE,30,49630,011000004059,011000405085,011000496304
1,10,117093,PYRAMID ORANGE BX 100 ULT LT,2,EA,1,CAR,10,CSE,30,41330,011000004134,011000104131,011000413301
1,10,117077,PYRAMID RED BX 100 FF,2,EA,1,CAR,10,CSE,30,40830,011000004080,011000104087,011000408307
1,10,100560,USA GOLD GLIDE TEC  GOLD KS BOX,2,EA,1,CAR,10,CSE,30,39821,090600000210,090600301218,09060039821
1,10,109272,BASIC BOX,2,EA,1,CAR,10,CSE,30,30376,028200303721,028200303714,00028200303769
1,10,101733,BENSON & HEDGES DELUXE BX,2,EA,1,CAR,10,CSE,30,7296,028200007292,028200172907,00028200072962
1,10,101741,BENSON & HEDGES DELUXE MENTHOL BX,2,EA,1,CAR,10,CSE,30,7306,028200007308,028200173003,00028200073068
1,10,103465,BENSON & HEDGES LUXURY BX,2,EA,1,CAR,10,CSE,30,7276,028200007278,028200172709,00028200072764
1,10,103473,BENSON & HEDGES LUXURY MENT BX,2,EA,1,CAR,10,CSE,30,7286,028200007285,028200172808,00028200072863
1,10,101725,BENSON & HEDGES PREM MENT BX,2,EA,1,CAR,10,CSE,30,7236,028200007230,028200172365,00028200072368
1,10,101717,BENSON & HEDGES PREMIUM BX,2,EA,1,CAR,10,CSE,30,7226,028200007223,028200172266,00028200072269
1,10,103036,CHESTERFIELD BLUE 100 BOX,2,EA,1,CAR,10,CSE,30,33086,028200330826,028200330819,00028200330864
1,10,103069,CHESTERFIELD BLUE BOX,2,EA,1,CAR,10,CSE,30,33076,028200330727,028200330710,00028200330765
1,10,103051,CHESTERFIELD BOX,2,EA,1,CAR,10,CSE,30,33026,028200330222,028200330215,00028200330260
1,10,103044,CHESTERFIELD MENTHOL 100 BOX,2,EA,1,CAR,10,CSE,30,33056,028200330529,028200330512,00028200330567
1,10,103077,CHESTERFIELD MENTHOL BOX,2,EA,1,CAR,10,CSE,30,33046,028200330420,028200330413,00028200330468
1,10,106914,L&M 100 BOX,2,EA,1,CAR,10,CSE,60,30990,028200309921,028200309914,00028200309907
1,10,106930,L&M BLUE 100 BOX,2,EA,1,CAR,10,CSE,30,31026,028200310224,028200310217,00028200310262
1,10,106922,L&M BLUE BOX,2,EA,1,CAR,10,CSE,30,31006,028200310026,028200310019,00028200310064
1,10,106906,L&M BOX,2,EA,1,CAR,10,CSE,60,30980,028200309822,028200309815,00028200309808
1,10,106955,L&M MENTHOL 100 BOX,2,EA,1,CAR,10,CSE,30,31046,028200310422,028200310415,00028200310460
1,10,106948,L&M MENTHOL BOX,2,EA,1,CAR,10,CSE,30,31036,028200310323,028200310316,00028200310361
1,10,106971,L&M TURKISH BLEND 100 BX,2,EA,1,CAR,10,CSE,30,31406,028200314024,028200314017,00028200314062
1,10,102327,MARL 83 BX $0.75 OFF,2,EA,1,CAR,10,CSE,30,60020,028200178350,028200600219,00028200600202
1,10,103085,MARL BLACK LABEL 1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,60680,,028200604316,
1,10,117432,MARL BLACK SB 100 1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,58460,028200174772,028200584618,00028200584601
1,10,117424,MARL BLACK SB 1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,58450,028200174765,028200584519,00028200584502
1,10,102681,MARL BLEND 27 100 1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,59900,028200178220,028200599018,00028200599001
1,10,102400,MARL BLEND 27 1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,59890,028200178213,028200598912,00028200598905
1,10,100453,MARL EDGE $.50 OFF,2,EA,1,CAR,10,CSE,30,57880,028200176967,028200578815,00028200578808
1,10,117457,MARL MENT BLACK 100 $5 OFF,2,EA,1,CAR,10,CSE,30,58480,028200174796,028200584816,00028200584809
1,10,103515,MARL MENT BOLD ICE1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,61000,028200179418,028200610010,028200610003
1,10,102418,MARL MENT GOLD 100 1PK DEAL $.50 OF,2,EA,1,CAR,10,CSE,30,60340,028200178718,028200603418,00028200603401
1,10,102426,MARL MENT GOLD 1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,60330,028200178695,028200603319,00028200603302
1,10,102525,MARL MENT SMOOTH 100 1PK DEAL $.50,2,EA,1,CAR,10,CSE,30,59980,028200178329,028200599810,00028200599803
1,10,102533,MARL MENT SMOOTH 1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,59970,028200178312,028200599711,00028200599704
1,10,117440,MARL MENTH BLACK $5 OFF,2,EA,1,CAR,10,CSE,30,58470,028200174789,028200584717,00028200584700
1,10,102590,MARL MENTHOL BX $0.50 OFF,2,EA,1,CAR,10,CSE,30,60310,029200178671,028200603111,00028200603104
1,10,101899,MARL MENTHOL GOLD BX $0.75 OFF,2,EA,1,CAR,10,CSE,30,60080,,028200600813,00028200600806
1,10,102947,MARL MENTHOL ICE 1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,60830,028200179166,028200608314,00028200608307
1,10,102715,MARL MENTHOL ICE BX 1PK $1 OFF,2,EA,1,CAR,10,CSE,30,60520,028200178916,028200605214,00028200605207
1,10,100883,MARL MENTHOL MIDNIGHT DEAL .50 OFF,2,EA,1,CAR,10,CSE,30,59870,028200178183,028200598714,00028200598707
1,10,117663,MARL NXT 1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,58680,028200174925,028200586810,00028200586803
1,10,102434,MARL RED LABEL 100 1PK DEAL $.50 OF,2,EA,1,CAR,10,CSE,30,59920,028200178244,028200599216,00028200599209
1,10,101790,MARL RED LABEL 100 BX $0.75 OFF,2,EA,1,CAR,10,CSE,30,60010,028200178343,028200600110,00028200600103
1,10,102475,MARL RED LABEL 1PK DEAL $.50 OF,2,EA,1,CAR,10,CSE,30,59910,028200178237,028200599117,00028200599100
1,10,101782,MARL RED LABEL BX $0.75 OFF,2,EA,1,CAR,10,CSE,30,60000,028200178336,028200600011,00028200600004
1,10,100974,MARL SLATE 100 1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,59940,028200178268,028200599414,00028200599407
1,10,100966,MARL SLATE 1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,59930,028200178251,028200599315,00028200599308
1,10,102541,MARL SOUTHERN CUT 1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,58720,028200174963,028200587213,00028200587206
1,10,102657,MARL SPANISH MENT GOLD 100 $.50 OFF,2,EA,1,CAR,10,CSE,30,60390,028200178763,028200603913,00028200603906
1,10,101774,MARL SPANISH MENT GOLD 100 $0.75 OF,2,EA,1,CAR,10,CSE,30,60190,028200178541,028200601919,00028200601902
1,10,101709,MARL SPANISH MENT GOLD BX $0.75 OFF,2,EA,1,CAR,10,CSE,30,60180,028200178534,028200601810,00028200601803
1,10,101691,MARL SPANISH MENTH 100 BX $0.75 OFF,2,EA,1,CAR,10,CSE,30,60170,028200178527,028200601711,00028200601704
1,10,102640,MARL SPANISH MENTH GOLD KS $.50 OFF,2,EA,1,CAR,10,CSE,30,60380,028200178756,028200603814,00028200603807
1,10,102632,MARL SPANISH MENTHOL 100 $.50 OFF,2,EA,1,CAR,10,CSE,30,60360,028200178732,028200603616,00028200603609
1,10,101683,MARL SPANISH MENTHOL BX $0.75 OFF,2,EA,1,CAR,10,CSE,30,60160,028200178510,028200601612,00028200601605
1,10,102624,MARL SPANISH MENTHOL KS $.50 OFF,2,EA,1,CAR,10,CSE,30,60350,028200178725,028200603517,00028200603500
1,10,100891,MARL SPANISH NXT 1PK DEAL $.50 OFF,2,EA,1,CAR,10,CSE,30,59850,028200178169,028200598516,00028200598509
1,10,101220,MARL SPEC BLD GOLD 100 $.50 OFF 1PK,2,EA,1,CAR,10,CSE,30,58500,028200174826,028200585011,00028200585004
1,10,101246,MARL SPEC BLD GOLD KS $.50 OFF 1PK,2,EA,1,CAR,10,CSE,30,58490,028200174819,028200584915,00028200584908
1,10,101204,MARL SPEC BLD RED 100 $.50 OFF 1PK,2,EA,1,CAR,10,CSE,30,58590,028200174895,028200585912,00028200585905
1,10,101212,MARL SPEC BLD RED KS $.50 OFF 1PK,2,EA,1,CAR,10,CSE,30,58580,028200174888,028200585813,00028200585806
1,10,101261,MARLBORO 100 SOFT,2,EA,1,CAR,10,CSE,60,3620,028200003621,028200136206,00028200036209
1,10,100297,MARLBORO 72MM GOLD BX,2,EA,1,CAR,10,CSE,60,09650,028200009654,028200196507,00028200096500
1,10,100370,MARLBORO 72MM GREEN BX,2,EA,1,CAR,10,CSE,30,9626,028200009623,028200196200,00028200096265
1,10,102145,MARLBORO 72MM MENT BLACK BOX,2,EA,1,CAR,10,CSE,30,09356,028200009357,028200193506,00028200093561
1,10,100305,MARLBORO 72MM RED BOX,2,EA,1,CAR,10,CSE,60,9630,028200009630,028200196309,00028200096302
1,10,100149,MARLBORO 72MM SILVER BX,2,EA,1,CAR,10,CSE,30,03866,028200003867,028200138606,00028200038661
1,10,117507,MARLBORO 83'S BOX,2,EA,1,CAR,10,CSE,30,31856,028200318527,028200318510,00028200318565
1,10,112029,MARLBORO BLACK,2,EA,1,CAR,10,CSE,60,9520,028200009524,028200195203,00028200095206
1,10,112052,MARLBORO BLACK 100,2,EA,1,CAR,10,CSE,60,9530,028200009531,028200195302,00028200095305
1,10,112011,MARLBORO BLACK MENTHOL,2,EA,1,CAR,10,CSE,30,9546,028200009548,028200195401,00028200095466
1,10,112086,MARLBORO BLACK MENTHOL 100 BX,2,EA,1,CAR,10,CSE,30,9646,028200009647,028200196408,00028200096463
1,10,115022,MARLBORO BLEND NO. 27 100 BOX,2,EA,1,CAR,10,CSE,30,9486,028200009487,028200194800,00028200094865
1,10,115014,MARLBORO BLEND NO. 27 BOX,2,EA,1,CAR,10,CSE,60,2640,028200002648,028200126405,00028200026408
1,10,100206,MARLBORO EDGE BOX,2,EA,1,CAR,10,CSE,30,31996,028200319920,028200319913,00028200319968
1,10,101824,MARLBORO GOLD 100 BOX,2,EA,1,CAR,10,CSE,60,4650,028200004659,028200146502,00028200046505
1,10,101279,MARLBORO GOLD 100 SOFT,2,EA,1,CAR,10,CSE,60,4370,028200004376,028200143709,00028200043764
1,10,100115,MARLBORO GOLD KS BOX,2,EA,1,CAR,10,CSE,60,3840,028200003843,028200138408,00028200038401
1,10,103523,MARLBORO GOLD LABEL BOX 100,2,EA,1,CAR,10,CSE,60,33250,028200332523,028200332516,028200332509
1,10,103531,MARLBORO GOLD LABEL BX,2,EA,1,CAR,10,CSE,60,33240,028200332424,028200332417,028200332400
1,10,100529,MARLBORO GOLD SOFT,2,EA,1,CAR,10,CSE,60,3780,028200003782,028200137807,00028200037800
1,10,113274,MARLBORO MENTHOL BLUE BX 100,2,EA,1,CAR,10,CSE,30,3776,028200003775,028200137708,00028200037763
1,10,113266,MARLBORO MENTHOL BLUE PK BX,2,EA,1,CAR,10,CSE,30,3766,028200003768,028200137609,00028200037664
1,10,103192,MARLBORO MENTHOL BOLD ICE BOX,2,EA,1,CAR,10,CSE,30,33136,028200331328,028200331311,00028200331366
1,10,111948,MARLBORO MENTHOL BOX,2,EA,1,CAR,10,CSE,60,3610,028200003614,028200136107,00028200036100
1,10,111856,MARLBORO MENTHOL BX 100,2,EA,1,CAR,10,CSE,30,3646,028200003645,028200136404,00028200036469
1,10,103572,MARLBORO MENTHOL GOLD BX,2,EA,1,CAR,10,CSE,60,4010,028200004017,028200140104,00028200040107
1,10,103556,MARLBORO MENTHOL GOLD BX 100,2,EA,1,CAR,10,CSE,60,4710,028200004710,028200147103,00028200047106
1,10,102707,MARLBORO MENTHOL ICE BOX,2,EA,1,CAR,10,CSE,30,09496,028200009494,028200194909,00028200094964
1,10,112441,MARLBORO MENTHOL SILVER 100 BX,2,EA,1,CAR,10,CSE,30,4856,028200004857,028200148506,00028200048561
1,10,112433,MARLBORO MENTHOL SILVER KS BX,2,EA,1,CAR,10,CSE,30,4816,028200004819,028200148100,00028200048165
1,10,117655,MARLBORO NXT BOX,2,EA,1,CAR,10,CSE,30,31776,028200317728,028200317711,00028200317766
1,10,101816,MARLBORO RED 100 BOX,2,EA,1,CAR,10,CSE,60,3630,028200003638,028200136305,00028200036308
1,10,100107,MARLBORO RED KS BOX,2,EA,1,CAR,10,CSE,60,3570,028200003577,028200135704,00028200035707
1,10,105247,MARLBORO RED LABEL BOX 100,2,EA,1,CAR,10,CSE,60,3690,028200003690,028200136909,00028200036902
1,10,104737,MARLBORO RED LABEL BX,2,EA,1,CAR,10,CSE,60,3680,028200003683,028200136800,00028200036803
1,10,100511,MARLBORO RED SOFT,2,EA,1,CAR,10,CSE,60,3580,028200003584,028200135803,00028200035806
1,10,111344,MARLBORO SILVER BOX 100,2,EA,1,CAR,10,CSE,60,4780,028200004789,028200147806,00028200047809
1,10,111336,MARLBORO SILVER KS BX,2,EA,1,CAR,10,CSE,60,4770,028200004772,028200147707,00028200047700
1,10,100941,MARLBORO SLATE 100 BOX,2,EA,1,CAR,10,CSE,30,32436,028200324320,028200324313,00028200324368
1,10,115998,MARLBORO SMOOTH BX,2,EA,1,CAR,10,CSE,30,3236,028200003232,028200132307,00028200032362
1,10,100339,MARLBORO SMOOTH BX 100,2,EA,1,CAR,10,CSE,30,03036,028200003034,028200130303,00028200030368
1,10,117747,MARLBORO SOUTHERN CUT BX,2,EA,1,CAR,10,CSE,30,04246,028200004246,028200142405,00028200042460
1,10,111989,MARLBORO SPECIAL BLEND GOLD 100 BX,2,EA,1,CAR,10,CSE,60,4230,028200004239,028200142306,00028200042309
1,10,111955,MARLBORO SPECIAL BLEND GOLD KS BOX,2,EA,1,CAR,10,CSE,60,4220,028200004222,028200142207,00028200042200
1,10,111971,MARLBORO SPECIAL BLEND RED 100 BX,2,EA,1,CAR,10,CSE,60,5680,028200005687,028200156808,00028200056801
1,10,111963,MARLBORO SPECIAL BLEND RED KS BOX,2,EA,1,CAR,10,CSE,60,5650,028200005656,028200156501,00028200056566
1,10,103598,MERIT BLUE BOX,2,EA,1,CAR,10,CSE,30,30176,028200301727,028200301710,00028200301765
1,10,103606,MERIT BLUE BOX 100,2,EA,1,CAR,10,CSE,30,30146,028200301420,028200301413,00028200301468
1,10,100123,MERIT GOLD BOX,2,EA,1,CAR,10,CSE,30,30096,028200300928,028200300911,00028200300966
1,10,102251,NATS BLUE KINGS,2,EA,1,CTN,10,CSE,30,91529,050545915277,050545915284,050545915291
1,10,102236,NATS KINGS,2,EA,1,CTN,10,CSE,30,91523,050545915215,050545915222,050545915239
1,10,102269,NATS MENTHOL KINGS,2,EA,1,CTN,10,CSE,30,91526,050545915246,050545915253,050545915260
1,10,102830,NATS YELLOW KINGS,2,EA,1,CTN,10,CSE,30,91532,050545915307,050545915314,050545915321
1,10,113811,PARLIAMENT BOX (BLUE),2,EA,1,CAR,10,CSE,30,7926,028200007926,028200179203,00028200079268
1,10,113837,PARLIAMENT MENT WHITE BX,2,EA,1,CAR,10,CSE,30,7876,028200007872,028200178701,00028200078766
1,10,101428,PARLIAMENT SILVER BOX,2,EA,1,CAR,10,CSE,30,8156,028200008152,028200181503,00028200081568
1,10,100156,PARLIAMENT WHITE BOX,2,EA,1,CAR,10,CSE,60,07840,028200007841,028200178404,00028200078407
1,10,101402,PARLIAMENT WHITE BOX 100,2,EA,1,CAR,10,CSE,30,7916,028200007919,028200179104,00028200079169
1,10,112847,VIRGINIA SLIM BOX 100,2,EA,1,CAR,10,CSE,30,7726,028200007728,028200177209,00028200077264
1,10,101915,VIRGINIA SLIM GOLD 100 BOX,2,EA,1,CAR,10,CSE,30,7336,028200007339,028200173300,00028200073365
1,10,102053,VIRGINIA SLIM GOLD 120,2,EA,1,CAR,10,CSE,30,7356,028200007353,028200173508,00028200073563
1,10,101923,VIRGINIA SLIM MENT GOLD BOX,2,EA,1,CAR,10,CSE,30,7346,028200007346,028200173409,00028200073464
1,10,112854,VIRGINIA SLIM MENTHOL BOX,2,EA,1,CAR,10,CSE,30,7746,028200007742,028200177407,00028200077462
1,10,102061,VIRGINIA SLIM MENTHOL GOLD 120,2,EA,1,CAR,10,CSE,30,7396,028200007391,028200173904,00028200073969
1,10,102046,VIRGINIA SLIM MENTHOL SILVER 120,2,EA,1,CAR,10,CSE,30,9596,028200009593,028200195906,00028200095961
1,10,103481,VIRGINIA SLIM MENTHOL SILVER BOX,2,EA,1,CAR,10,CSE,30,7446,028200007445,028200174406,00028200074461
1,10,102038,VIRGINIA SLIM SILVER 120 BOX,2,EA,1,CAR,10,CSE,30,9586,028200009586,028200195807,00028200095862
1,10,103499,VIRGINIA SLIM SILVER BOX,2,EA,1,CAR,10,CSE,30,7436,028200007438,028200174307,00028200074362
1,10,104109,VIRGINIA SLIM SUPER SLIM BOX RED,2,EA,1,CAR,10,CSE,32,7754,028200007759,028200177506,00028200077547
1,10,104117,VIRGINIA SLIM SUPER SLIM MENT GREEN,2,EA,1,CAR,10,CSE,32,7784,028200007780,028200177803,00028200077844
1,10,103150,CROWNS DARK GREEN BOX 100,2,EA,1,CAR,10,CSE,30,39367,090600391677,090600392674,00090600393671
1,10,103127,CROWNS GOLD BOX,2,EA,1,CAR,10,CSE,30,39362,090600391622,090600392629,00090600393626
1,10,103143,CROWNS GOLD BOX 100,2,EA,1,CAR,10,CSE,30,39368,090600391684,090600392681,00090600393688
1,10,103168,CROWNS GREEN BOX 100,2,EA,1,CAR,10,CSE,30,39370,090600391707,090600392704,00090600393701
1,10,103119,CROWNS RED BOX,2,EA,1,CAR,10,CSE,30,39360,090600391608,090600392605,00090600393602
1,10,103135,CROWNS RED BOX 100,2,EA,1,CAR,10,CSE,30,39366,090600391660,090600392667,00090600393664
1,10,115816,FORTUNA BLUE 100 BX,2,EA,1,CAR,10,CSE,30,30290,090600000906,090600301904,00090600302901
1,10,116509,FORTUNA RED FF 100,2,EA,1,CAR,10,CSE,30,30289,090600000890,090600301898,00090600302895
1,10,116871,FORTUNA RED FF KS BOX,2,EA,1,CAR,10,CSE,30,30238,090600000388,090600301386,00090600302383
1,10,103010,KOOL 100 BOX $0.50 OFF,2,EA,1,CAR,10,CSE,30,20049,090500010012,090500110019,00090500200499
1,10,109835,KOOL BLUE 100 BX,2,EA,1,CAR,10,CSE,30,20034,090500000877,090500100218,00090500200345
1,10,103226,KOOL BLUE KS BX,2,EA,1,CAR,10,CSE,60,20033,090500000860,090500100201,00090500200338
1,10,100081,KOOL BOX,2,EA,1,CAR,10,CSE,60,20028,090500000716,090500100171,00090500200284
1,10,109314,KOOL BOX 100,2,EA,1,CAR,10,CSE,60,20031,090500000730,090500100195,00090500200314
1,10,103002,KOOL KS BOX $0.50 OFF,2,EA,1,CAR,10,CSE,30,20048,090500010005,090500110002,00090500200482
1,10,100438,KOOL KS SOFT,2,EA,1,CAR,10,CSE,30,20029,090500000723,090500100188,00090500200291
1,10,109884,MAVERICK BOX,2,EA,1,CAR,10,CSE,30,20003,090500000464,090500100034,00090500200031
1,10,112037,MAVERICK BX 100,2,EA,1,CAR,10,CSE,30,20000,090500000389,090500100003,00090500200000
1,10,100461,MAVERICK GOLD BOX,2,EA,1,CAR,10,CSE,30,20001,090500000396,090500100010,00090500200017
1,10,112045,MAVERICK GOLD BOX 100,2,EA,1,CAR,10,CSE,30,20005,090500000532,090500100058,00090500200055
1,10,110684,MAVERICK MEN GOLD BX 100,2,EA,1,CAR,10,CSE,30,20002,090500000433,090500100027,00090500200024
1,10,110676,MAVERICK MENTHOL BOX 100,2,EA,1,CAR,10,CSE,30,20004,090500000518,090500100041,00090500200048
1,10,132482,MAVERICK MENTHOL KS BX,2,EA,1,CAR,10,CSE,30,20006,090500000549,090500100065,00090500200062
1,10,112060,MAVERICK SILVER 100 BX,2,EA,1,CAR,10,CSE,30,20007,090500000556,090500100072,00090500200079
1,10,104216,MONTCLAIR BLACK 100 BOX,2,EA,1,CAR,10,CSE,30,33293,090600000937,090600301935,00090600332939
1,10,104356,MONTCLAIR BLUE 100 BOX LIGHTS,2,EA,1,CAR,10,CSE,30,33295,090600000951,090600301959,00090600332953
1,10,104232,MONTCLAIR MENTHOL GOLD 100 BOX,2,EA,1,CTN,10,CSE,30,33297,090600000975,090600301973,00090600332977
1,10,104349,MONTCLAIR SILVER 100 BOX,2,EA,1,CAR,10,CSE,30,33296,090600000968,090600301966,00090600332960
1,10,115857,RAVE GOLD 100 BX,2,EA,1,CAR,10,CSE,30,51651,087393019819,087393246529,10087393516513
1,10,116020,RAVE MENTHOL DK GREEN 100,2,EA,1,CAR,10,CSE,30,51612,087393086118,087393246154,10087393516124
1,10,124712,RAVE MENTHOL DK GREEN KS BOX,2,EA,1,CAR,10,CSE,30,51532,087393820002,087393823430,10087393515325
1,10,115949,RAVE RED 100 BX,2,EA,1,CAR,10,CSE,30,51623,087393095127,087393246260,10087393516230
1,10,115832,RAVE RED KS BX,2,EA,1,CAR,10,CSE,30,51521,087393710006,087393985237,10087393515219
1,10,100727,SALEM BOX,2,EA,1,CAR,10,CSE,60,20038,090500000907,090500100249,00090500200383
1,10,101444,SALEM BOX 100,2,EA,1,CAR,10,CSE,60,20040,090500000914,090500100256,00090500200406
1,10,100735,SALEM GOLD BOX,2,EA,1,CAR,10,CSE,60,20042,090500000938,090500100270,00090500200420
1,10,101451,SALEM GOLD BOX 100,2,EA,1,CAR,10,CSE,60,20045,090500000945,090500100287,00090500200451
1,10,101469,SALEM SILVER 100,2,EA,1,CAR,10,CSE,60,20047,090500000969,090500100300,00090500200475
1,10,101873,SALEM SLIM BOX 100,2,EA,1,CAR,10,CSE,60,20041,090500000921,090500100263,00090500200413
1,10,103275,SONOMA BLUE 100 BOX,2,EA,1,CTN,10,CSE,30,50949,090600000258,090600010042,00090600509492
1,10,115717,SONOMA BOX 100,2,EA,1,CTN,10,CSE,30,34277,090600000777,090600301775,00090600342778
1,10,115725,SONOMA BOX KS,2,EA,1,CAR,10,CSE,30,34276,090600000760,090600301768,00090600342761
1,10,115667,SONOMA GOLD 100 BOX,2,EA,1,CTN,10,CSE,30,34285,090600000852,090600301850,00090600342853
1,10,125026,SONOMA MENTHOL DARK GREEN 100 BOX,2,EA,1,CAR,10,CSE,30,34269,090600000692,090600301690,00090600342693
1,10,103267,SONOMA MENTHOL GREEN 100 BOX,2,EA,1,CTN,10,CSE,30,50950,090600000265,090600010059,00090600509508
1,10,115683,SONOMA MENTHOL GREEN 100 SOFT,2,EA,1,CTN,10,CSE,30,34278,090600000784,090600301782,00090600342785
1,10,113712,USA GOLD GOLD 100 BOX,2,EA,1,CAR,10,CSE,30,31210,090600000104,090600301102,00090600312108
1,10,113639,USA GOLD GOLD KS BOX,2,EA,1,CAR,10,CSE,30,31217,090600000173,090600301171,00090600312177
1,10,134867,USA GOLD MENTHOL DARK GREEN 100 BOX,2,EA,1,CAR,10,CAS,30,31214,090600000142,090600301140,00090600312146
1,10,113720,USA GOLD MENTHOL GOLD 100 BOX,2,EA,1,CAR,10,CSE,30,31232,090600000326,090600301324,00090600312320
1,10,113647,USA GOLD NON FILTER,2,EA,1,CAR,10,CSE,30,31215,090600000159,090600301157,00090600312153
1,10,113704,USA GOLD RED 100 BOX,2,EA,1,CAR,10,CSE,30,31211,090600000111,090600301119,00090600312115
1,10,113621,USA GOLD RED BX,2,EA,1,CAR,10,CSE,30,31216,090600000166,090600301164,00090600312160
1,10,102954,WINSTON BLACK KS BOX $1.00 OFF,2,EA,1,CAR,10,CSE,30,15003,090500010098,090500110095,00090500150039
1,10,102897,WINSTON BLACK KS BX,2,EA,1,CAR,10,CSE,30,15001,090500000006,090500100324,00090500150015
1,10,102913,WINSTON GOLD 100 BOX $0.50 OFF,2,EA,1,CAR,10,CSE,30,15006,090500010135,090500110125,00090500150060
1,10,103234,WINSTON GOLD 100 BX,2,EA,1,CAR,10,CSE,60,20019,090500000617,090500100126,00090500200192
1,10,102582,WINSTON GOLD BOX $0.50 OFF,2,EA,1,CAR,10,CSE,30,20061,090500010081,090500110088,00090500200611
1,10,103218,WINSTON GOLD BX,2,EA,1,CAR,10,CSE,60,20017,090500000594,090500100119,00090500200178
1,10,103457,WINSTON MENTHOL 100 BOX $1.00 OFF,2,EA,1,CAR,10,CSE,30,15014,090500010173,090500110163,00090500150145
1,10,103432,WINSTON MENTHOL 100 BX,2,EA,1,CAR,10,CSE,30,15012,090500000051,090500100379,00090500150121
1,10,103440,WINSTON MENTHOL KS BOX $1.00 OFF,2,EA,1,CAR,10,CSE,30,15013,090500010166,090500110156,00090500150138
1,10,103424,WINSTON MENTHOL KS BX,2,EA,1,CAR,10,CSE,30,15011,090500000044,090500100362,00090500150114
1,10,102905,WINSTON RED 100 BOX $0.50 OFF,2,EA,1,CAR,10,CSE,30,15005,090500010128,090500110118,00090500150053
1,10,113563,WINSTON RED 100 BX,2,EA,1,CAR,10,CSE,30,20014,090500000587,090500100102,00090500200147
1,10,102558,WINSTON RED BOX $0.50 OFF,2,EA,1,CAR,10,CSE,30,20060,090500010074,090500110071,00090500200604
1,10,100180,WINSTON RED KS BX,2,EA,1,CAR,10,CSE,60,20013,090500000570,090500100096,00090500200130
1,10,110866,WINSTON WHITE BOX,2,EA,1,CAR,10,CSE,30,20021,090500000624,090500100133,00090500200215
1,10,110874,WINSTON WHITE BX 100,2,EA,1,CAR,10,CSE,30,20022,090500000679,090500100140,00090500200222
1,10,102491,555 FILTER KING,2,EA,1,CAR,10,CSE,50,01243,028052000052,028052020128,05000219012431
