Ware House ,CATegory ,trepco #,DESC,STD Unite of Meassur ,UM1,UM1 X,UM2,UM2 X,UM3,UM3 X,VENDer's  ITEM #,UPC1 EA,UPC2 BX / CS,UPC3  CS
1,20,209619,VELO $0.50 OFF 4MG MINT 5PK,2,EA,1,SLE,5,CSE,18,02011,849205020099,849205020105,00849205020112
1,20,210260,VELO $0.50 OFF 4MG MINT LARGE 5PK,2,EA,1,SLE,5,CSE,18,02086,849205020846,849205020853,00849205020860
1,20,208892,VELO 2MG CITRUS 5PK,2,EA,1,SLE,5,CSE,18,01771,849205017693,849205017709,00849205017716
1,20,208884,VELO 2MG MINT 5PK,2,EA,1,SLE,5,CSE,18,01774,849205017723,849205017730,00849205017747
1,20,208876,VELO 4MG CITRUS 5PK,2,EA,1,SLE,5,CSE,18,01777,849205017754,849205017761,00849205017778
1,20,208868,VELO 4MG MINT 5PK,2,EA,1,SLE,5,CSE,18,01780,849205017785,849205017792,00849205017808
1,20,209791,VUSE ALTO PODS 1.8% GOLDEN TOB 2PK,1,EA,1,BOX,5,CSE,20,01978,849205019765,849205019772,00849205019789
1,20,209775,VUSE ALTO PODS 1.8% MENTHOL 2PK,1,EA,1,BOX,5,CSE,20,01969,849205019673,849205019680,00849205019697
1,20,209783,VUSE ALTO PODS 1.8% RICH TOB 2PK,1,EA,1,BOX,5,CSE,20,01972,849205019703,849205019710,00849205019727
1,20,210237,VUSE ALTO PODS 2.4% GOLDEN TOB 2PK,1,EA,1,BOX,5,CSE,20,01948,849205019468,849205019475,00849205019482
1,20,209767,VUSE ALTO PODS 2.4% MENTHOL 2PK,1,EA,1,BOX,5,CSE,20,01993,849205019918,849205019925,00849205019932
1,20,208926,VUSE ALTO PODS 2.4% RICH TOB 2PK,1,EA,1,BOX,5,CSE,20,01792,849205017907,849205017914,00849205017921
1,20,210245,VUSE ALTO PODS 5% GOLDEN TOBAC 2PK,1,EA,1,BOX,5,CSE,20,01936,849205019345,849205019352,00849205019369
1,20,207555,VUSE ALTO PODS 5% MENTHOL 2PK,1,EA,1,BOX,5,CSE,20,01627,849205016252,849205016269,00849205016276
1,20,207563,VUSE ALTO PODS 5% RICH TOBACCO 2PK,1,EA,1,BOX,5,CSE,20,01630,849205016283,849205016290,00849205016306
1,20,208777,VUSE ALTO PODS MENTHL 2PK $3.50 OFF,2,EA,1,BOX,5,CSE,20,01804,849205018027,849205018034,00849205018041
1,20,208769,VUSE ALTO PODS ORIGIN 2PK $3.50 OFF,2,EA,1,BOX,5,CSE,20,01807,849205018058,849205018065,00849205018072
1,20,206417,VUSE CIRO CARTRIDGE MENTHOL 5PK,2,EA,1,BOX,5,CSE,20,01494,849205015149,849205015156,00849205014944
1,20,206375,VUSE CIRO CARTRIDGE ORIGINAL 5PK,2,EA,1,BOX,5,CSE,20,01493,849205015125,849205015132,00849205014937
1,20,207027,VUSE SOLO CART MENTHOL 2PK $1 OFF,2,EA,1,BOX,5,CSE,20,01669,849205016672,849205016689,00849205016696
1,20,207019,VUSE SOLO CART ORIGINAL 2PK $1 OFF,2,EA,1,BOX,5,CSE,20,01666,849205016641,849205016658,00849205016665
1,20,301432,VUSE SOLO CARTRIDGES MENTHOL 2PK,1,EAC,1,BX,5,CSE,20,00059,849205000619,849205000602,00849205000596
1,20,301408,VUSE SOLO CARTRIDGES ORIGINAL 2PK,1,EAC,1,BX,5,CSE,20,00056,849205000589,849205000572,00849205000565
1,20,204867,VUSE VIBE MENTHOL 5PK,2,EA,1,BOX,5,CSE,20,01543,849205015415,849205015422,00849205015439
1,20,302257,VUSE VIBE ORIGINAL 5PK,2,EA,1,BOX,5,CSE,20,01531,849205015293,849205015309,00849205015316
1,20,220358,4 ACES PIPE TOB BAG 6oz MINT,1,EA,1,CSE,36,,1,4PMME,077170633710,,
1,20,220356,4 ACES PIPE TOB BAG 6oz RED,1,EA,1,CSE,36,,1,4PMRE,077170633703,,
1,20,200197,B1G1F 4 ACES PIPE TURK PCH DIS,2,EA,1,BOX,6,CSE,12,4PTBG,,077170101974,10077170101971
1,20,203372,B1G1F CAN 4 ACES PIPE TURKISH BLEND,1,EA,1,CSE,6,,1,4PCT2,077170101677,10077170109243,
1,20,223907,BALI SHAG CIG TOB RED 10/1.31z,2,EA,1,BOX,10,CSE,12,46212,090600243754,090600462063,090600462124
1,20,200303,DRUM CIGARETTE TOB POCKET,2,EA,1,BOX,12,CSE,12,DRUMP,077170460019,10077170460016,20077170460013
1,20,224043,GAMBLER PIPE TOB 16OZ FF LG BG,1,EA,1,CSE,12,,1,GPLRE,077170632874,10077170632871,
1,20,224047,GAMBLER PIPE TOB 16OZ GOLD LARGE,1,BAG,1,CSE,12,,1,GPLMW,077170632898,10077170632895,
1,20,224045,GAMBLER PIPE TOB 16OZ MINT LRG,1,EA,1,CSE,12,,1,GPLMT,077170632881,10077170632888,
1,20,224049,GAMBLER PIPE TOB 16OZ SILVER,1,EA,1,CSE,12,,1,GPLUL,077170103817,10077170103821,
1,20,209502,GAMBLER PIPE TOB 16oz TURKISH,1,EA,1,CSE,12,,1,GPLTB,077170110860,10077170110874,
1,20,224044,GAMBLER PIPE TOB 6OZ FF MED BAG,1,EA,1,CSE,36,,1,GPMRE,077170632843,10077170632840,
1,20,224048,GAMBLER PIPE TOB 6OZ GOLD MEDIUM,1,BAG,1,CSE,36,,1,GPMMW,077170632867,10077170632864,
1,20,224046,GAMBLER PIPE TOB 6OZ MINT MED,1,EA,1,CSE,36,,1,GPMMT,077170632850,10077170632857,
1,20,224040,LARGO PIPE TOB BAG 16OZ GOLD,1,BAG,1,CSE,12,,1,LPLMW,077170633819,10077170633816,
1,20,224033,LARGO PIPE TOB BAG 16OZ MENTHOL,1,BAG,1,CSE,12,,1,LPLMT,077170633826,,
1,20,224032,LARGO PIPE TOB BAG 16OZ REGULAR,1,BAG,1,CSE,12,,1,LPLRE,077170633802,10077170633809,
1,20,224036,LARGO PIPE TOB BAG 6OZ MENTHOL,1,BAG,1,CSE,36,,1,LPMMT,077170633888,,
1,20,224041,LARGO PIPE TOB BAG 6OZ REGULAR,1,BAG,1,CSE,36,,1,LPMRE,077170633864,10077170633861,
1,20,223988,LARGO PIPE TOB PCH BOLD .75oz,2,EA,1,BOX,12,CSE,12,LGPBO,077170108195,077170108201,10077170108208
1,20,200477,TOP POUCH FULL FLAVOR RED 12CT,2,EA,1,BOX,12,CSE,12,46531,077170465373,077170465366,10077170465318
1,20,220352,TUBE CUT FULL FLVR LARGE BAG,1,EA,1,CSE,12,,1,GTLRE,077170632539,10077170632536,
1,20,207167,JUUL DEVICE KIT SILVER,1,EA,1,BOX,8,CSE,6,J1D1846,819913015434,10819913015431,20819913015438
1,20,207175,JUUL DEVICE KIT SLATE,1,EA,1,BOX,8,CSE,6,J1D1147,819913011580,30819913011581,20819913011584
1,20,208421,JUUL PODS 3% 2POD VIRGINIA TOBACCO,1,EA,1,BOX,8,CSE,6,J1T1790,819913014987,10819913014984,20819913014981
1,20,209478,JUUL PODS 3% 4POD MENTHOL,1,EA,1,BOX,8,CSE,6,J1T3181,840048202963,10840048202960,20840048202967
1,20,208405,JUUL PODS 3% 4POD VIRGINIA TOBACCO,1,EA,1,BOX,8,CSE,6,J1T1348,819913011740,10819913011747,20819913011744
1,20,207688,JUUL PODS 5% 2POD CLASSIC TOBACCO,1,EA,1,BOX,8,CSE,6,J1T1804,819913015120,10819913015127,20819913015124
1,20,207696,JUUL PODS 5% 2POD MENTHOL,1,EA,1,BOX,8,CSE,6,J1T1807,819913015151,10819913015158,20819913015155
1,20,207670,JUUL PODS 5% 2POD VIRGINIA TOBACCO,1,EA,1,BOX,8,CSE,6,J1T1811,819913015199,10819913015196,20819913015193
1,20,207258,JUUL PODS 5% 4POD MENTHOL,1,EA,1,BOX,8,CSE,6,J1T1434,819913012594,10819913012591,20819913012598
1,20,207191,JUUL PODS 5% 4POD VIRGINIA TOBACCO,1,EA,1,BOX,8,CSE,6,J1T1028,819913011429,10819913011426,20819913011423
1,20,207704,JUUL USB CHARGING DOCK,1,EA,1,BOX,8,CSE,6,J1A1063,819913011566,30819913011567,40819913011564
1,30,400036,BIC LIGHTER 1 DOZ CHILD GUARD,2,EA,1,BOX,12,CSE,6,LCP172,070330911468,00070330911475,00070330607545
1,30,303164,BIC LIGHTER 4 TIER 200CT DISPLAY,2,EA,1,DIS,200,,1,LCXT4,,070330652705,
1,30,409425,BIC LIGHTER 4 TIER 216CT DISPLAY,2,EA,1,DIS,216,,1,LCXT4FA16,,00070330646759,
1,30,303065,BIC LIGHTER 5+1 FREE TRAY T.S.,2,EA,1,DIS,300,,1,LCXTR5B19-A-AST,,00070330655904,
1,30,409417,BIC LIGHTER 50CT TRAY,2,EAC,1,BOX,50,CSE,6,LC199-F-AST,070330600065,070330601277,20070330601271
1,30,300111,BIC LIGHTER NFL 49ERS 50CT,2,EAC,1,BX,50,CSE,6,LCR199FFO,070330610767,070330619210,00070330610774
1,30,353007,BIC LIGHTER NFL CHARGERS 50ct,2,EAC,1,BX,50,CAS,6,LCR199FSC-A-AST,070330623705,070330623712,00070330623716
1,30,300038,BIC LIGHTER NFL LA RAMS,2,EA,1,BOX,50,CSE,6,LCR199FSR,070330615632,070330619234,00070330615649
1,30,400044,BIC LIGHTER NFL RAIDERS 50CT,2,EAC,1,BX,50,CSE,6,LCR199FRA,070330610804,070330619036,00070330610811
1,30,353041,BIC LIGHTER PLAYBOY 50ct,2,EAC,1,TRA,50,CAS,6,LCRT1PB,070330633254,070330633261,
1,30,407684,BIC MINI LIGHTER 50CT TRAY,2,EAC,1,BOX,50,CSE,12,LCJ199,070330000025,070330602670,20070330602674
1,30,801654,BOOK MATCHES PLAIN (BOX) 50CT,2,BOX,1,CS,40,,1,00196,075218001965,50075218001960,
1,30,302547,HIGH ROLLER PAPERS 1 1/4 JAR,2,EA,1,BOX,72,CSE,24,HR1.25JAR,,608819331300,
1,30,320406,KING BUTANE REFILL 300ml,1,EA,1,CS,96,,1,9331436018,093314360182,,
1,30,409458,KING LIGHTER 50CT CHILD SAFE,2,EA,1,BOX,50,CSE,20,53015,093314000057,093314336880,093314000385
1,30,301259,THREE KINGS CHARCOAL 33MM,2,EA,1,BOX,10,CSE,36,3KINGS COALS-33,,8716294331004,
1,30,301242,THREE KINGS CHARCOAL 40MM,2,EAC,1,BX,10,CS,24,3 KINGS COALS-4,,8716294401004,
1,30,303230,KONG HEMP WRAP GRAPE APE,2,EA,1,BOX,25,CSE,50,860001736816,860001736809,860001736816,
1,30,303222,KONG HEMP WRAP HIPPY HONEY,2,EA,1,BOX,25,CSE,50,860001736212,860001736861,860001736878,860001736212
1,30,303263,KONG HEMP WRAP KUSH BERRY,2,EA,1,BOX,25,CSE,50,862571000373,862571000363,862571000373,
1,30,303248,KONG HEMP WRAP MANGO TANGO,2,EA,1,BOX,25,CSE,50,860001736823,862571000380,860001736823,
1,30,303271,KONG HEMP WRAP ORIGINAL,2,EA,1,BOX,25,CSE,50,862571000312,862571000304,862571000311,
1,30,303255,KONG HEMP WRAP WEDDING CAKE,2,EA,1,BOX,25,CSE,50,860001736847,860001736854,860001736847,
1,30,302703,ZIG ZAG ORGANIC HEMP 1.25,2,EA,1,BOX,24,CSE,25,00736,008660007384,008660007377,10008660007367
1,30,302711,ZIG ZAG ORGANIC HEMP KING SLIM SIZE,2,EA,1,BOX,24,CSE,25,00796,008660007988,008660007971,10008660007961
1,30,320165,BUGLER PAPER 24ct,2,EA,1,BOX,24,CSE,12,36082003,027200104888,027200104871,
1,30,320162,BUGLER TUBES KS 5/200ct,2,EAC,1,BX,5,CAS,10,36102619,027200104055,027200104796,
1,30,201541,ZIG ZAG FRENCH ORANGE,2,EA,1,BOX,24,CSE,25,0804,008660000026,008660007247,10008660007237
1,30,320180,ZIG ZAG K.S. PAPERS    89/24ct,2,EA,1,BOX,24,CSE,25,0815,008660000071,008660007117,10008660007121
1,30,201475,ZIG ZAG KUTCORNER WHITE,2,EA,1,BOX,24,CSE,25,0805A,008660000040,008660007421,10008660007411
1,30,302943,ZIG ZAG PAPER CONES 1.25 6PK,2,EA,1,BOX,24,CSE,24,00716,008660000187,008660007179,10008660007169
1,30,302950,ZIG ZAG PAPER CONES KING SIZE 3PK,2,EA,1,BOX,24,CSE,24,00713,008660000156,008660007148,10008660007138
1,30,320176,ZIG ZAG PAPERS ULTRA THIN 1.25 24CT,2,EA,1,BOX,24,CSE,25,080313,008660007322,008660007315,10008660007305
1,30,302927,ZIG ZAG UNBLEACHED 1.25,2,EA,1,BOX,24,CSE,25,00733,008660007407,008660007353,10008660007336
1,30,302901,ZIG ZAG UNBLEACHED KING SLIM SIZE,2,EA,1,BOX,24,CSE,25,00720,008660007292,008660007285,10008660007206
1,30,201533,ZIG ZAG WHITE,2,EA,1,BOX,24,CSE,25,0801,008660000019,008660007025,10008660007015
1,30,400267,RONSON BUTANE 42 GRAM,1,EA,1,CSE,72,,1,99142,037900991428,037900221525,130037900991429
1,30,320428,RONSON BUTANE 78gm 2.75oz,1,EA,1,CSE,72,,1,99144,037900991442,037900221549,130037900991443
1,30,400200,RONSON LIGHTER FLUID 5Z,1,EA,1,CSE,24,,1,99061,037900990612,130037900990620,
1,30,320444,RONSONOL FLUID 12oz.        ea,1,EA,1,CSE,12,,1,99063,037900990636,130037900990637,
1,30,320482,ZIPPO FLUID LARGE 12oz      ea,1,EA,1,CSE,12,,1,BUT024,041689301224,041689464653,
1,30,320481,ZIPPO LIGHTER FLUID 4oz     ea,1,EA,1,CSE,24,,1,BUT006,041689300494,041689464103,
1,30,302893,HIGH HEMP WRAPS BANANA GOO,2,EA,1,BOX,25,CSE,50,00538,719499005356,719499005372,719499005389
1,30,302653,HIGH HEMP WRAPS GRAPE APE,2,EA,1,BOX,25,CSE,50,00515,719499005136,719499005143,719499005150
1,30,302646,HIGH HEMP WRAPS HONEY POT SWIRL,2,EA,1,BOX,25,CSE,50,00512,719499005105,719499005112,719499005129
1,30,303156,HIGH HEMP WRAPS HUBBABUBBA,2,EA,1,BOX,25,CSE,50,,719499005518,719499005525,
1,30,302661,HIGH HEMP WRAPS HYDRO LEMONADE,2,EA,1,BOX,25,CSE,50,,719499005174,719499005174,719499005181
1,30,302620,HIGH HEMP WRAPS MAUI MANGO,2,EA,1,BOX,25,CSE,50,00509,719499005068,719499005051,719499005099
1,30,302679,HIGH HEMP WRAPS MINTYS,2,EA,1,BOX,25,CSE,50,05020,719499005006,719499005013,719499005020
1,30,302596,HIGH HEMP WRAPS ORIGINAL,2,EA,1,BOX,25,CSE,50,00508,719499005037,719499005044,719499005082
1,30,301465,RAW CONE 1 1\4 SIZE 32/6PK,2,EA,1,BOX,32,CSE,32,RAWCONE1\4,716165177111,716165177128,
1,30,301457,RAW CONE KING SIZE 32/3PK,2,EA,1,BOX,32,CSE,32,RAWCONE3PK,716165174578,716165174585,
1,30,323788,RAW ORGANIC HEMP PAPERS 1 1/4  24ct,2,EA,1,BOX,24,CSE,42,RAWORG1/4,71616517417,716165174189,
1,30,301762,RAW ORGANIC PAPER KING SUPREME 24ct,2,EA,1,BOX,24,CSE,42,,716165171447,716165171454,716165181224
1,30,302570,ZEN TUBES 100 FULL FLAVOR 250CT,1,EA,1,CSE,40,,1,ZEN100MMTUBES,016165008683,016165008676,
1,30,302539,ZEN TUBES FULL FLAVOR 250CT,1,EA,1,CSE,40,,1,ZENTUBES250,016165006580,016165006603,
1,30,302554,ZEN TUBES WHITE 250CT,1,EA,1,CSE,40,,1,ZENTUBEWHITE250,016165006597,016165006610,
1,30,303446,CROP KINGZ HEMP WRAPS BRASS MONKEY,2,EA,1,BOX,15,CSE,30,BRASS MONKEY,,608819836737,608819836614
1,30,303438,CROP KINGZ HEMP WRAPS HOMEGROWN,2,EA,1,BOX,15,CSE,30,HOMEGROWN,,608819836706,608819836607
1,30,303479,CROP KINGZ HEMP WRAPS IRISH CREAM,2,EA,1,BOX,15,CSE,30,IRISH CREAM,,608819836751,608819836638
1,30,303487,CROP KINGZ HEMP WRAPS JUNGLE JUICE,2,EA,1,BOX,15,CSE,30,JUNGLE JUICE,,608819836744,608819836652
1,30,303461,CROP KINGZ HEMP WRAPS SIZZURP,2,EA,1,BOX,15,CSE,30,SIZZURP,,608819836720,608819836621
1,30,303453,CROP KINGZ HEMP WRAPS THUG PASSION,2,EA,1,BOX,15,CSE,30,THUG PASSION,,608819836713,608819836645
1,30,301994,EAGLE TORCH LIGHTER,2,EA,1,BOX,15,CSE,12,PT101U,,853195010510,853195010503
1,30,303511,KING PALM LEAF ROLL BANANA CREAM,2,EA,1,BOX,20,CSE,40,BANANA CREAM,854029008697,10854029008694,20854029008691
1,30,303495,KING PALM LEAF ROLL MINI BERRY TERP,2,EA,1,BOX,20,CSE,40,BERRY TERP,854029008734,10854029008731,20854029008738
1,30,303503,KING PALM LEAF ROLL MINI MAGIC MINT,2,EA,1,BOX,20,CSE,40,MAGIC MINT,850018987035,10850018987032,20850018987039
1,30,303313,VUSE ALTO POWER UNIT ONLY BLUE,2,EA,1,BOX,5,CSE,10,02116,849205021140,849205021157,00849205021164
1,30,303321,VUSE ALTO POWER UNIT ONLY GOLD,2,EA,1,BOX,5,CSE,10,02122,849205021201,849205021218,00849205021225
1,30,303339,VUSE ALTO POWER UNIT ONLY RED,2,EA,1,BOX,5,CSE,10,02119,849205021171,849205021188,00849205021195
1,30,303123,VUSE ALTO POWER UNIT ONLY ROSE GOLD,2,EA,1,BOX,5,CSE,10,01810,849205018089,849205018096,00849205018102
1,30,303297,VUSE ALTO POWER UNIT ONLY ROSE GOLD,2,EA,1,BOX,5,CSE,10,02161,849205021591,849205021607,00849205021614
1,30,303305,VUSE ALTO POWER UNIT ONLY SILVER,2,EA,1,BOX,5,CSE,10,02164,849205021621,849205021638,00849205021645
1,30,303180,VUSE ALTO POWER UNIT ONLY SLATE,2,EA,1,BOX,5,CSE,10,01861,849205018591,849205018607,00849205018614
1,30,303347,VUSE ALTO POWER UNIT ONLY TEAL,2,EA,1,BOX,5,CSE,10,02167,849205021652,849205021669,00849205021676
1,30,302737,VUSE ALTO POWER UNIT SLATE PP $0.99,1,EA,1,BOX,5,CSE,20,01624,849205016221,849205016238,00849205016245
1,30,302687,VUSE CIRO POWER UNIT ONLY 5PK,2,EA,1,BOX,5,CSE,20,01502,849205015002,849205015019,00849205015026
1,30,205757,VUSE SOLO POWER UNIT ONLY,1,EA,1,BOX,5,CSE,20,01505,849205015033,849205015040,00849205015057
1,30,205765,VUSE VIBE POWER UNIT ONLY 5PK,2,EA,1,BOX,5,CSE,20,01717,849205017150,849205017167,00849205017174
1,30,302729,BLINK BUTANE 11X 300ML,1,EA,1,CSE,96,,1,619,018505136896,018505136919,
1,30,301838,BLINK BUTANE 5X 300ML,1,EA,1,CSE,96,,1,BB5X,018505131716,018505131730,
1,30,301820,BLINK LIGHTERS 50CT TRAY,2,EA,1,BOX,50,CSE,20,558,018505133390,018505133420,018505133430
1,30,303289,BLINK LIGHTERS MIDNIGHT 50CT TRAY,2,EA,1,BOX,50,CSE,20,943,018505143894,10018505143891,20018505143898
1,30,303198,BLINK LIGHTERS RASTA 50CT TRAY,2,EA,1,BOX,50,CSE,20,583,018505135121,10018505135124,20018505135121
1,30,302505,BLINK LIGHTERS VEGAS 50CT TRAY,2,EA,1,BOX,50,CSE,20,578,018505134941,018505134951,00018505134961
1,30,302422,BLINK TORCH LIGHTERS 12CT,2,EA,1,BOX,12,CSE,12,590,018505136421,10018505136428,00018505136506
1,30,302430,BLINK TORCH MINI LIGHTERS 20CT,2,EA,1,BOX,20,CSE,20,597,018505136926,10018505136930,018505136940
1,30,302513,BLINK TORCH NEON LIGHTERS 12CT,2,EA,1,BOX,12,CSE,12,727,018505141159,10018505141156,00018505141173
1,30,303149,PLATINUM BUTANE 7X 300ML,1,EA,1,CSE,96,,1,541,018505141821,018505141838,018505141845
1,30,302752,MK LIGHTERS 3-TIER DISPLAY 150CT,2,EA,1,DIS,150,,1,ZY-RACK,,855553008108,
1,30,302471,MK LIGHTERS 50CT TRAY,2,EA,1,BOX,50,CSE,20,ZY-3A-MK,6945794710077,10855553008235,20855553008232
1,30,302760,MK LIGHTERS WINDPROOF CANDLE LIGHT,2,EA,1,BOX,10,CSE,12,ZY-3BLWP1PK,855553008009,10855553008006,20855553008003
1,30,302745,NEON BUTANE 11X 300ML,1,EA,1,CSE,96,,1,ZY-11X,018505136896,018505136919,
1,30,302497,NEON BUTANE 300ML,1,EA,1,CSE,96,,1,ZY-RG4,855553008146,6945794760195,
1,30,302778,NEON BUTANE PREMIUM 750ML,1,EA,1,CSE,36,,1,ZY-RG10,855553008443,20855553008447,
1,30,303115,4 ACES TUBES FF KS PP $1.99 5/200ct,2,EA,1,SLV,5,CSE,10,4APRK,077170110501,077170110518,10077170110515
1,30,301614,ALTESSE TUBES REG KS 4/250ct,2,EA,1,SLV,4,CSE,10,ART25,9008100115434,077170109901,10077170109908
1,30,320312,GAMBLER CIGARETTE MAKING MACH,1,EA,1,CSE,6,,1,GTTMA,077170260596,10077170260593,
1,30,320317,GAMBLER TUBES FF 100's 5/200ct,2,EA,1,SLV,5,CSE,10,GRFTC,077170260640,077170260657,10077170260654
1,30,303073,GAMBLER TUBES FF 100's 5/200ct T.S.,3,EA,1,SLV,5,CSE,10,GRTC4,,,10077170112045
1,30,320315,GAMBLER TUBES FF KS    5/200ct,2,EA,1,SLV,5,CSE,10,GRT20,077170260220,077170260299,
1,30,303081,GAMBLER TUBES FF KS    5/200ct T.S.,3,EA,1,SLV,5,CSE,10,GRT40,,,10077170112007
1,30,320316,GAMBLER TUBES LIGHT KS 5/200ct,2,EA,1,SLV,5,CSE,10,GLT20,077170260237,077170260305,20077170260231
1,30,320486,GAMBLER TUBES MENTL KS 5/200ct,2,EA,1,SLV,5,CSE,10,GMT20,077170260626,077170260633,10077170260630
1,30,320495,JOB 79MM ROLLING MACHINE  12ct,2,EAC,1,BX,12,CAS,24,JROLL,086400000017,086400310017,
1,30,320491,JOB CIG. ROLLING 110MM    12ct,2,EAC,1,BX,12,CAS,24,PR110,718187117786,718187101969,
1,30,320191,JOB PAPER ORANGE JAR PP $0.99,2,EAC,1,JAR,100,CSE,16,1OR99,08648838,077170101875,10077170101889
1,30,302331,JOB PAPER ORGANIC HEMP 1-1/2,2,EA,1,BOX,24,CSE,40,JH112,086400000260,086400901314,10086400901311
1,30,302356,JOB PAPER ORGANIC HEMP 1-1/4,2,EA,1,BOX,24,CSE,40,JH114,086400000093,086400901284,10086400901281
1,30,303172,JOB PAPER ORGANIC HEMP MIX BOWL,2,EAC,1,JAR,96,CSE,16,JH99B,,086400122047,10086400122051
1,30,302349,JOB PAPER ORGANIC HEMP SINGLE WIDE,2,EA,1,BOX,24,CSE,40,JHSNG,086400000185,086400901291,10086400901298
1,30,302364,JOB PAPER ORGANIC HEMP SLIM,2,EA,1,BOX,24,CSE,40,JHSLM,086400000253,086400901307,10086400901304
1,30,303099,JOB PAPER WHITE JAR PP $0.99 T.S.,2,EAC,1,JAR,100,CSE,16,JSW76,08642834,086400112246,1008640011225
1,30,303206,JOB VIRGIN UNBLEACHED CONE 1.25,2,EA,1,BOX,32,CSE,24,JBCN14VR,077170119979,077170119986,10077170119983
1,30,303214,JOB VIRGIN UNBLEACHED CONE KING SZ,2,EA,1,BOX,32,CSE,24,JBCNKSVR,077170119993,077170120005,10077170120002
1,30,303404,OCB BAMBOO PAPER + TIPS 1.25,2,EA,1,BOX,24,CSE,20,OCTP14BB,086400904940,086400904957,10086400904954
1,30,303396,OCB BAMBOO PAPER + TIPS SLIMS,2,EA,1,BOX,24,CSE,20,OCTPKSBB,086400904964,086400904971,10086400904978
1,30,303412,OCB BAMBOO PAPER 1.25,2,EA,1,BOX,24,CSE,40,OB114,086400904902,086400904919,10086400904916
1,30,303420,OCB BAMBOO PAPER SLIM,2,EA,1,BOX,24,CSE,40,OBKSS,086400904926,086400904931,10086400904930
1,30,302190,OCB TRAY MEDIUM ARTIST,1,EA,1,CSE,24,,1,TRAY8,077170111799,10077170111802,
1,30,302208,OCB TRAY MEDIUM OCB,1,EA,1,CSE,24,,1,TRAY2,077170111843,10077170111949,
1,30,303370,OCB VIRGIN UNBLEACH CONE 1.25 BULK,2,EA,1,DIS,900,CSE,6,OCCN14VRB,,077170120289,10077170120293
1,30,303354,OCB VIRGIN UNBLEACHED CONE 1.25,2,EA,1,BOX,32,CSE,24,OCCN14VR,077170120128,077170120135,10077170120132
1,30,303362,OCB VIRGIN UNBLEACHED CONE KING SZ,2,EA,1,BOX,32,CSE,24,OCCNKSVR,077170120142,077170120159,10077170120156
1,30,303388,OCB VIRGIN UNBLEACHED CONE KS BULK,2,EA,1,DIS,800,CSE,6,OCCNKSVRB,,077170120302,10077170120316
1,30,302976,POWEROLL ELEC CIGARETTE MAKING MACH,1,EA,1,CSE,4,,1,PR002,077170109680,10077170109694,
1,30,324419,PREMIER TUBES BLUE KS  5/200ct,2,EA,1,BOX,5,CSE,10,10072,066619019215,066619519210,
1,30,324409,PREMIER TUBES MENT 100 5/200ct,2,EA,1,BOX,5,CSE,10,10079,066619100791,066619500799,00066619120799
1,30,324418,PREMIER TUBES MENTH KS 5/200ct,2,EA,1,BOX,5,CSE,10,10071,066619100036,066619500036,
1,30,324417,PREMIER TUBES NAVY KS  5/200ct,2,EA,1,BOX,5,CSE,10,10001,066619001324,066619501321,00066619110011
1,30,324413,PREMIER TUBES RED 100  5/200ct,2,EA,1,SLV,5,CSE,10,10075,066619019161,066619519166,
1,30,320202,SWIFT PORTABLE KS CIG MACH 4ct,2,EA,1,BOX,4,CSE,6,SWIFT,077170101134,077170101141,10077170101148
1,30,320490,TOP 70MM CIGARETTE ROLLING MACHINE,2,EAC,1,BX,12,CAS,24,TROLL,086400000024,086400320023,
1,30,304147,TOP CIGARETTE PAPERS,2,EA,1,BOX,24,CSE,40,TOP,077170510004,077170510011,077170510018
1,30,302695,TOP TUBES FF 100 250s   4/250ct,2,EA,1,SLV,4,CSE,10,TRC25,077170260312,077170114424,10077170114421
1,30,320217,TOP TUBES FF KS 250s   4/250ct,2,EA,1,SLV,4,CSE,10,TFT25,077170260206,077170260275,20077170260200
1,30,303057,TOP TUBES FF KS 250s   4/250ct T.S.,3,EA,1,SLV,4,CSE,10,TFT30,,,10077170112199
1,30,300828,TOP TUBES KS PP$2.49 4/250CT,2,EA,1,BUN,4,CSE,10,TF249,077170108270,077170108287,10077170108284
1,30,320216,TOP TUBES MENTHOL KS 250s  4ct,2,EA,1,SLV,4,CSE,10,TM250,077170260428,077170104685,10077170104682
1,30,320206,TOP-O-MATIC CIGARETTE MAKING MACHIN,1,EA,1,CSE,6,,1,TMACH,077170260411,10077170260418,
1,30,320200,TOP-O-MATIC T2 CHROME MACHINE,1,EA,1,CSE,6,,1,T2MAC,077170260893,10077170260890,
1,30,320493,TUBE CUT CIG MAKING MACHINE EA,1,EA,1,CSE,6,,1,TCMAC,077170260848,10077170260845,
1,30,320489,TUBE CUT INJECTOR KING SZ  6ct,2,EA,1,BOX,6,CSE,4,TUCMA,077170260787,077170260794,10077170260791
1,30,320494,TUBE CUT KS CIGARETTE CASE 12c,2,EA,1,BOX,12,CSE,24,SBTCK,,077170260138,
1,30,320487,TUBE CUT TUBES FF 100  5/200ct,2,EA,1,SLV,5,CSE,10,GTFRL,077170260725,077170260732,10077170260739
1,30,320488,TUBE CUT TUBES FF KS   5/200ct,2,EA,1,SLV,5,CSE,10,GTFRK,077170260701,077170260718,10077170260715
1,30,320497,TUBE CUT TUBES GOLD KS  5/200ct,2,EA,1,BOX,5,CSE,10,GTFLK,,,
1,40,425793,HALLS 8+1 STICK CU #00293,1,DIS,1,,1,,1,00293,00312546002937,,
